This table contains all individual libraries processed,,,,,,,,,,,,,,,,,"Support for different branches based on sequences covering diagnostic positions. Each shows percent support calculted by the number of sequences covering diagnostic positions supporting the relative branch over the total sequences covering diagnostic positions. Significant assignments (lower 95% binomial confidence >10% support) indicated with ""**"". Note that internal branches were not considered for assignment to a lineage. ",,,,,,,,,,,,,
Lines with the same Index Library ID are due to multiple sequencing runs of the same library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All deamination rates were computed by looking at C->T substitutions on the three terminal positions of the 5' and 3' ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field sample ID,MPI-EVA Sample ID,Sub-sample/ Lysate ID,Indexed Library ID,Raw Sequences,Sequences ≥ 35 bp,"Mapped Sequences (≥ 35 bp, mapping quality ≥ 25)","Unique mapped sequences (≥ 35 bp, mapping quality ≥ 25)",% of sequences identified as hominin,Unique hominin sequences,Duplication rate,5' C->T substitutions [%],3' C->T substitutions [%],5' C->T substitutions [%] (95% binomial confidence intervals),3' C->T substitutions [%] (95% binomial confidence intervals),Ancient hominin mtDNA present, Number of deaminated sequences,Modern human support (all sequences),Modern human support (deaminated sequences only),Neanderthal-Hohlenstein-Stadel shared branch support (all sequences),Neanderthal-Hohlenstein-Stadel shared branch support (deaminated sequences only),Neanderthal support (all sequences),Neanderthal support (deaminated sequences only),Hohlenstein-Stadel support (all sequences),Hohlenstein-Stadel support (deaminated sequences only),Denisovan support (all sequences),Denisovan support (deaminated sequences only),Sima de los Huesos support (all sequences),Sima de los Huesos support (deaminated sequences only),Denisovan-Sima de los Huesos shared branch support (all sequences),Denisovan-Sima de los Huesos shared branch support (deaminated sequences only)
M75 ,SP6730,LYS564,A20701,2666754,1538917,502248,23891,15.71,295,6.73,21.5,14.5,12.3-33.5,7.5-24.4,No,33,**95.8% (23 / 24),0.0% (0 / 1),3.7% (1 / 27),100.0% (1 / 1),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 34),0.0% (0 / 3),9.7% (6 / 62),**71.4% (5 / 7),0.0% (0 / 33),0.0% (0 / 2),4.3% (2 / 46),50.0% (1 / 2)
M74 ,SP6729,LYS563,A20700,2808525,1547443,483201,20348,16.36,265,9.6,23.9,15,14.6-35.5,7.1-26.6,No,38,**53.8% (7 / 13),0.0% (0 / 1),10.0% (2 / 20),0.0% (0 / 1),10.0% (2 / 20),100.0% (2 / 2),0.0% (0 / 18),0.0% (0 / 1),12.2% (6 / 49),33.3% (1 / 3),0.0% (0 / 28),0.0% (0 / 2),6.1% (4 / 66),22.2% (2 / 9)
M73 ,SP6728,LYS562,A20699,2606422,1294280,223581,2140,85.66,227,330.51,9.6,0,3.2-21.0,0.0-4.9,No,12,**100.0% (16 / 16),100.0% (2 / 2),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 35),0.0% (0 / 2),0.0% (0 / 38),0.0% (0 / 1),1.8% (1 / 56),0.0% (0 / 2)
M72 ,SP6727,LYS561,A20698,2696898,1402882,488498,15422,25.34,318,32.31,23.4,19.8,14.5-34.4,12.0-29.8,Yes,54,**53.8% (14 / 26),20.0% (1 / 5),25.0% (5 / 20),100.0% (1 / 1),5.0% (1 / 20),0.0% (0 / 8),0.0% (0 / 20),0.0% (0 / 2),3.1% (2 / 64),0.0% (0 / 9),2.1% (1 / 47),12.5% (1 / 8),1.4% (1 / 70),0.0% (0 / 12)
M72 ,SP6727,LYS561,A27282,1019215,545113,81267,6014,31.29,148,11.22,32.4,41.9,17.4-50.5,24.5-60.9,Yes,37,**60.0% (6 / 10),0.0% (0 / 3),**55.6% (5 / 9),100.0% (1 / 1),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 15),NA% (0 / 0),8.0% (2 / 25),33.3% (2 / 6),4.2% (1 / 24),0.0% (0 / 4),3.3% (1 / 30),16.7% (1 / 6)
M71 ,SP6726,LYS560,A20697,2709141,1449104,477174,11930,97.45,6124,45.71,51.3,39,48.8-53.8,36.5-41.5,Yes,1943,**24.9% (101 / 405),7.0% (9 / 129),3.0% (15 / 492),4.6% (6 / 130),2.3% (7 / 311),2.0% (2 / 99),0.0% (0 / 440),0.0% (0 / 103),**67.7% (569 / 841),**83.8% (191 / 228),0.4% (3 / 724),0.0% (0 / 236),**70.5% (820 / 1163),**85.5% (260 / 304)
M71 ,SP6726,LYS560,A27281,614554,339540,20534,2683,98.47,1614,7.97,50,41.2,45.1-54.9,36.3-46.3,Yes,514,12.0% (10 / 83),0.0% (0 / 19),4.5% (6 / 132),5.1% (2 / 39),4.3% (4 / 94),12.5% (3 / 24),1.9% (2 / 104),0.0% (0 / 31),**82.5% (189 / 229),**88.7% (63 / 71),1.8% (4 / 218),0.0% (0 / 63),**80.7% (226 / 280),**88.4% (76 / 86)
M70 ,SP6725,LYS559,A20696,2377318,1316190,378111,14668,25.3,270,23.3,35.8,25.4,24.5-48.5,15.8-37.1,Yes,71,**50.0% (11 / 22),0.0% (0 / 7),4.5% (1 / 22),16.7% (1 / 6),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 23),0.0% (0 / 5),17.8% (8 / 45),**40.0% (4 / 10),0.0% (0 / 30),0.0% (0 / 7),15.8% (9 / 57),30.8% (4 / 13)
M70 ,SP6725,LYS559,A27280,489445,263719,11480,3683,28.51,65,2.91,45.5,25,16.7-76.6,7.3-52.4,No,16,37.5% (3 / 8),0.0% (0 / 2),33.3% (2 / 6),100.0% (2 / 2),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),23.5% (4 / 17),0.0% (0 / 2),0.0% (0 / 6),0.0% (0 / 4),26.7% (4 / 15),33.3% (1 / 3)
M69 ,SP6724,LYS558,A20695,2816511,1656465,512207,24232,17.77,354,3.05,43.4,37.8,32.1-55.3,26.8-49.9,Yes,90,**33.3% (7 / 21),16.7% (1 / 6),**70.0% (14 / 20),**100.0% (6 / 6),**46.7% (7 / 15),50.0% (1 / 2),0.0% (0 / 35),0.0% (0 / 9),3.4% (2 / 59),0.0% (0 / 17),6.1% (3 / 49),0.0% (0 / 12),4.0% (3 / 75),11.8% (2 / 17)
M68 ,SP6723,LYS557,A20694,2477798,1460629,469479,23687,14.88,294,6.39,41.3,30.8,30.1-53.3,20.8-42.2,Yes,74,**78.9% (15 / 19),0.0% (0 / 3),0.0% (0 / 26),0.0% (0 / 7),7.1% (1 / 14),50.0% (1 / 2),0.0% (0 / 26),0.0% (0 / 3),**42.0% (21 / 50),**100.0% (6 / 6),0.0% (0 / 32),0.0% (0 / 5),**47.3% (26 / 55),**100.0% (9 / 9)
M67 ,SP6722,LYS556,A20693,3335667,1717771,483890,12778,72.19,1456,42.65,1.8,3.1,0.7-3.9,1.5-5.6,No,35,**100.0% (152 / 152),100.0% (2 / 2),0.0% (0 / 128),0.0% (0 / 3),0.0% (0 / 73),NA% (0 / 0),0.0% (0 / 141),0.0% (0 / 5),0.4% (1 / 240),50.0% (1 / 2),0.9% (2 / 227),0.0% (0 / 5),1.1% (4 / 349),9.1% (1 / 11)
M66 ,SP6721,LYS555,A20688,2548229,1355142,326783,9250,30.25,183,89.11,39.4,20.4,22.9-57.9,10.6-33.5,Yes,32,**45.5% (5 / 11),0.0% (0 / 1),8.3% (1 / 12),NA% (0 / 0),16.7% (2 / 12),20.0% (1 / 5),0.0% (0 / 14),0.0% (0 / 1),4.0% (1 / 25),0.0% (0 / 2),4.2% (1 / 24),16.7% (1 / 6),9.8% (4 / 41),0.0% (0 / 6)
M66 ,SP6721,LYS555,A27279,564693,305340,28151,2332,76.44,146,12.94,21.6,7.9,9.8-38.2,1.7-21.4,No,17,**78.6% (11 / 14),0.0% (0 / 1),10.0% (1 / 10),100.0% (1 / 1),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),10.0% (2 / 20),0.0% (0 / 1),0.0% (0 / 19),0.0% (0 / 4),18.2% (4 / 22),50.0% (1 / 2)
M65 ,SP6720,LYS554,A20687,2836106,1696391,556414,37109,68.86,5663,3.98,48.5,31.6,46.0-50.9,29.3-34.1,Yes,1813,6.9% (27 / 389),10.7% (12 / 112),**93.5% (319 / 341),**94.9% (93 / 98),**95.5% (213 / 223),**97.0% (65 / 67),1.4% (6 / 433),1.6% (2 / 129),2.1% (21 / 999),1.5% (5 / 337),1.5% (11 / 758),0.5% (1 / 221),2.4% (32 / 1313),2.0% (8 / 409)
M65 ,SP6720,LYS554,A27278,1754627,1251434,252124,22152,74.02,3505,4.01,47.4,31.3,44.1-50.8,28.2-34.5,Yes,1023,13.7% (28 / 205),8.3% (4 / 48),**87.6% (177 / 202),**95.1% (58 / 61),**89.0% (113 / 127),**100.0% (34 / 34),0.0% (0 / 278),0.0% (0 / 79),1.3% (9 / 716),1.4% (3 / 208),0.4% (2 / 540),0.6% (1 / 165),2.3% (22 / 972),3.3% (10 / 299)
M64 ,SP6719,LYS553,A20686,2694111,1586956,475417,20495,5.01,80,11.61,20,5.6,6.8-40.7,0.1-27.3,No,12,**60.0% (6 / 10),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 7),NA% (0 / 0),7.7% (1 / 13),0.0% (0 / 2)
M63 ,SP6718,LYS552,A20685,2418370,1465014,437585,23087,7.42,139,6.3,50,23.7,33.8-66.2,11.4-40.2,Yes,39,**36.4% (4 / 11),0.0% (0 / 3),8.3% (1 / 12),0.0% (0 / 7),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),**36.8% (7 / 19),66.7% (2 / 3),0.0% (0 / 21),0.0% (0 / 9),**60.7% (17 / 28),**66.7% (6 / 9)
M62 ,SP6717,LYS551,A20684,2677881,1538455,586459,30585,34.44,925,5.06,1,1.8,0.1-3.5,0.5-4.7,No,10,**98.7% (76 / 77),NA% (0 / 0),1.0% (1 / 100),NA% (0 / 0),0.0% (0 / 77),NA% (0 / 0),2.3% (2 / 86),NA% (0 / 0),0.5% (1 / 196),NA% (0 / 0),0.0% (0 / 134),0.0% (0 / 2),0.0% (0 / 195),0.0% (0 / 2)
M61 ,SP6716,LYS550,A20683,2479902,1446338,351030,18408,10.81,135,11.34,17.2,11.4,5.8-35.8,3.8-24.6,No,14,**100.0% (5 / 5),NA% (0 / 0),28.6% (4 / 14),0.0% (0 / 2),25.0% (2 / 8),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 1),7.7% (2 / 26),100.0% (1 / 1),0.0% (0 / 14),0.0% (0 / 3),11.8% (4 / 34),25.0% (2 / 8)
M60 ,SP6715,LYS549,A20682,2765900,1674275,540198,27850,21.23,546,4.72,10,4.7,5.3-16.8,1.7-9.8,No,24,**100.0% (53 / 53),NA% (0 / 0),5.7% (2 / 35),100.0% (1 / 1),0.0% (0 / 28),NA% (0 / 0),2.4% (1 / 42),NA% (0 / 0),0.8% (1 / 122),25.0% (1 / 4),0.0% (0 / 65),0.0% (0 / 3),4.7% (6 / 129),50.0% (2 / 4)
M59 ,SP6714,LYS548,A20681,3020890,1819766,548210,23912,6.22,121,7.62,42.9,28.6,24.5-62.8,14.6-46.3,Yes,29,**60.0% (3 / 5),50.0% (1 / 2),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 11),0.0% (0 / 3),5.9% (1 / 17),0.0% (0 / 1),0.0% (0 / 15),0.0% (0 / 4),**26.1% (6 / 23),33.3% (1 / 3)
M59 ,SP6714,LYS548,A27277,1039774,722455,106242,11020,15.09,115,4.55,11.1,8.3,1.4-34.7,1.0-27.0,No,10,**100.0% (11 / 11),NA% (0 / 0),9.1% (1 / 11),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 13),NA% (0 / 0),12.5% (2 / 16),50.0% (1 / 2),0.0% (0 / 19),0.0% (0 / 2),3.4% (1 / 29),NA% (0 / 0)
M58 ,SP6713,LYS547,A20680,2688625,1657949,466262,21727,6.36,107,10.36,35.5,8.7,19.2-54.6,1.1-28.0,No,26,**85.7% (6 / 7),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 2),**41.7% (5 / 12),**100.0% (3 / 3),0.0% (0 / 13),0.0% (0 / 3),**33.3% (7 / 21),**66.7% (4 / 6)
M57 ,SP6712,LYS546,A20679,2515056,1490683,474637,23473,17.35,295,8.28,17.5,13.9,9.1-29.1,6.9-24.1,No,39,**69.7% (23 / 33),50.0% (2 / 4),23.1% (6 / 26),50.0% (2 / 4),30.8% (4 / 13),50.0% (1 / 2),0.0% (0 / 24),0.0% (0 / 2),1.9% (1 / 52),0.0% (0 / 4),0.0% (0 / 42),0.0% (0 / 5),0.0% (0 / 61),0.0% (0 / 4)
M56 ,SP6711,LYS545,A20678,2661065,1412587,500759,24996,26.84,874,7.3,40.1,23.2,33.8-46.6,17.9-29.3,Yes,235,13.2% (10 / 76),10.5% (2 / 19),**84.8% (56 / 66),**94.1% (16 / 17),**74.4% (29 / 39),**83.3% (10 / 12),1.4% (1 / 69),5.9% (1 / 17),2.0% (3 / 150),2.3% (1 / 43),0.8% (1 / 133),0.0% (0 / 39),1.4% (3 / 207),1.9% (1 / 52)
M55 ,SP6710,LYS544,A20677,2891679,1765427,496978,21611,9.51,218,14.98,16.7,9.1,8.6-27.9,3.7-17.8,No,26,**89.5% (17 / 19),0.0% (0 / 1),6.2% (1 / 16),100.0% (1 / 1),0.0% (0 / 12),0.0% (0 / 1),0.0% (0 / 13),0.0% (0 / 3),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 28),0.0% (0 / 5),8.9% (4 / 45),25.0% (1 / 4)
M54 ,SP6709,LYS543,A20676,2982585,1782814,540164,23098,19.29,435,8.99,14.2,7.9,8.1-22.3,3.9-14.1,No,35,**91.7% (44 / 48),50.0% (1 / 2),2.3% (1 / 44),0.0% (0 / 3),0.0% (0 / 28),NA% (0 / 0),4.8% (2 / 42),0.0% (0 / 5),7.8% (6 / 77),50.0% (1 / 2),1.9% (1 / 53),0.0% (0 / 3),6.6% (8 / 122),33.3% (2 / 6)
M53 ,SP6708,LYS542,A20675,2471943,1528301,441892,19044,13.25,191,12.34,10.6,5.7,3.5-23.1,1.2-15.7,No,13,**73.7% (14 / 19),50.0% (1 / 2),0.0% (0 / 22),0.0% (0 / 1),7.1% (1 / 14),100.0% (1 / 1),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 46),0.0% (0 / 1),0.0% (0 / 32),0.0% (0 / 3),3.8% (2 / 53),100.0% (2 / 2)
M52 ,SP6707,LYS541,A20674,2528852,1472520,440975,19570,22.68,386,12.1,3.5,6,0.7-10.0,2.0-13.5,No,19,**82.1% (23 / 28),0.0% (0 / 2),0.0% (0 / 47),NA% (0 / 0),4.3% (1 / 23),NA% (0 / 0),0.0% (0 / 29),0.0% (0 / 2),1.5% (1 / 65),0.0% (0 / 2),0.0% (0 / 46),0.0% (0 / 5),6.6% (6 / 91),25.0% (1 / 4)
M51 ,SP6706,LYS540,A20673,2435340,1502394,439564,21507,11.28,185,10.45,35.8,24,23.1-50.2,13.1-38.2,Yes,46,**64.3% (9 / 14),0.0% (0 / 3),10.5% (2 / 19),0.0% (0 / 5),6.7% (1 / 15),0.0% (0 / 3),0.0% (0 / 16),0.0% (0 / 7),**27.0% (10 / 37),**75.0% (3 / 4),4.2% (1 / 24),0.0% (0 / 4),**37.9% (11 / 29),**50.0% (6 / 12)
M50 ,SP6705,LYS539,A20672,2589185,1502076,498189,20595,7.04,107,12.18,21.7,24.1,7.5-43.7,10.3-43.5,No,19,100.0% (2 / 2),NA% (0 / 0),10.0% (1 / 10),0.0% (0 / 2),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 2),**36.4% (8 / 22),100.0% (2 / 2),0.0% (0 / 12),0.0% (0 / 4),21.1% (4 / 19),100.0% (1 / 1)
M49 ,SP6704,LYS538,A20671,2550262,1467839,494898,22090,8.23,135,8.33,16,12.9,4.5-36.1,3.6-29.8,No,13,**70.6% (12 / 17),0.0% (0 / 1),0.0% (0 / 9),0.0% (0 / 1),14.3% (1 / 7),0.0% (0 / 1),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 1),0.0% (0 / 20),0.0% (0 / 2),**25.9% (7 / 27),100.0% (1 / 1)
M48 ,SP6703,LYS537,A20667,2429303,1153276,173395,1901,94.44,391,179.39,4.4,5.6,0.9-12.4,2.1-11.7,No,14,**96.2% (25 / 26),100.0% (2 / 2),0.0% (0 / 47),0.0% (0 / 1),0.0% (0 / 21),0.0% (0 / 1),0.0% (0 / 26),0.0% (0 / 2),0.0% (0 / 86),0.0% (0 / 3),0.0% (0 / 43),0.0% (0 / 1),4.2% (4 / 96),0.0% (0 / 5)
M47 ,SP6702,LYS536,A20666,2538176,1214902,103986,697,98.28,401,175.09,3.9,0,0.8-11.0,0.0-4.0,No,12,**100.0% (34 / 34),NA% (0 / 0),0.0% (0 / 39),NA% (0 / 0),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 5),0.8% (1 / 121),0.0% (0 / 4),1.7% (1 / 58),0.0% (0 / 1),1.2% (1 / 85),0.0% (0 / 4)
M46 ,SP6701,LYS535,A20662,2218999,1083094,123819,1332,98.4,920,101.61,1.4,1.2,0.3-4.2,0.2-3.5,No,17,**100.0% (106 / 106),NA% (0 / 0),0.0% (0 / 85),NA% (0 / 0),0.0% (0 / 52),0.0% (0 / 3),0.0% (0 / 99),NA% (0 / 0),0.0% (0 / 197),0.0% (0 / 3),0.0% (0 / 144),0.0% (0 / 4),3.9% (9 / 230),0.0% (0 / 2)
M45 ,SP6700,LYS534,A20661,2575920,1214325,297811,2837,99.43,1909,111,4.8,3,2.6-7.9,1.6-5.2,No,56,**100.0% (101 / 101),100.0% (1 / 1),0.0% (0 / 334),0.0% (0 / 4),0.3% (1 / 287),50.0% (1 / 2),0.0% (0 / 154),0.0% (0 / 5),0.0% (0 / 572),0.0% (0 / 11),0.7% (1 / 140),0.0% (0 / 15),1.4% (3 / 221),0.0% (0 / 8)
M44 ,SP6699,LYS533,A20660,2211430,1118517,165735,3671,65.6,286,100.6,1.6,2.9,0.0-8.4,0.4-10.2,No,9,**100.0% (29 / 29),100.0% (1 / 1),0.0% (0 / 24),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 61),0.0% (0 / 1),0.0% (0 / 40),0.0% (0 / 2),1.5% (1 / 67),0.0% (0 / 1)
M43 ,SP6698,LYS532,A20659,2356092,1154183,131975,2282,82.83,164,156.96,3.3,0,0.1-17.2,0.0-9.0,No,2,**100.0% (16 / 16),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 11),NA% (0 / 0),3.3% (1 / 30),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),3.4% (1 / 29),100.0% (1 / 1)
M42 ,SP6697,LYS531,A20658,2210293,1087695,69697,358,100,269,210.64,1.9,1.1,0.0-10.1,0.0-6.2,No,7,**100.0% (25 / 25),100.0% (1 / 1),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 29),NA% (0 / 0),0.0% (0 / 61),NA% (0 / 0),0.0% (0 / 36),0.0% (0 / 4),1.5% (1 / 65),0.0% (0 / 2)
M41 ,SP6696,LYS530,A20657,2208259,1079704,210439,2157,98.34,828,136.68,8.6,1.4,4.8-14.1,0.3-4.0,No,27,**100.0% (60 / 60),100.0% (1 / 1),0.0% (0 / 83),NA% (0 / 0),0.0% (0 / 89),0.0% (0 / 2),1.2% (1 / 86),0.0% (0 / 2),0.0% (0 / 202),0.0% (0 / 9),1.2% (1 / 80),0.0% (0 / 3),0.9% (2 / 211),0.0% (0 / 10)
M40 ,SP6695,LYS529,A20656,2886840,1485040,161162,2047,85.54,213,211.43,5.4,3.2,0.7-18.2,0.4-11.0,No,5,**95.2% (20 / 21),0.0% (0 / 1),10.5% (2 / 19),NA% (0 / 0),0.0% (0 / 28),0.0% (0 / 1),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 41),NA% (0 / 0),0.0% (0 / 24),NA% (0 / 0),2.1% (1 / 47),0.0% (0 / 1)
M39 ,SP6694,LYS528,A20655,2251200,1111588,121491,1309,99.21,502,129.71,3.7,2.1,1.0-9.3,0.4-6.0,No,10,**94.4% (68 / 72),**100.0% (2 / 2),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 55),0.0% (0 / 1),1.6% (1 / 63),NA% (0 / 0),0.8% (1 / 122),100.0% (1 / 1),0.0% (0 / 77),0.0% (0 / 4),1.6% (2 / 125),0.0% (0 / 2)
M38 ,SP6693,LYS527,A20654,2488617,1171010,93183,779,95.36,185,209.97,7.7,3.3,1.6-20.9,0.1-17.2,No,8,**100.0% (17 / 17),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 37),0.0% (0 / 1),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 28),0.0% (0 / 1)
M37 ,SP6692,LYS526,A20653,2375247,1118532,197583,1865,97.37,629,164.31,7.4,2.3,3.0-14.7,0.5-6.5,No,16,**100.0% (38 / 38),100.0% (1 / 1),2.8% (3 / 107),0.0% (0 / 2),0.0% (0 / 54),0.0% (0 / 2),0.0% (0 / 79),0.0% (0 / 2),0.0% (0 / 172),0.0% (0 / 2),0.0% (0 / 78),0.0% (0 / 4),0.0% (0 / 93),0.0% (0 / 2)
M36 ,SP6691,LYS525,A20652,1902892,928571,229248,3204,97.9,1819,77.58,3.6,1.8,1.9-6.2,0.8-3.5,No,54,**95.4% (145 / 152),**70.0% (7 / 10),0.0% (0 / 158),0.0% (0 / 5),0.0% (0 / 102),0.0% (0 / 3),3.2% (6 / 189),0.0% (0 / 8),1.5% (5 / 338),18.2% (2 / 11),3.1% (8 / 258),0.0% (0 / 7),2.0% (7 / 350),10.0% (1 / 10)
M35 ,SP6690,LYS524,A20651,1836696,891202,122935,7581,99.79,4769,10.66,4.7,3.1,3.5-6.2,2.2-4.2,No,185,**98.9% (350 / 354),**75.0% (3 / 4),0.8% (3 / 357),11.8% (2 / 17),0.0% (0 / 262),0.0% (0 / 10),3.5% (15 / 431),7.7% (1 / 13),3.3% (30 / 898),**36.4% (12 / 33),3.7% (22 / 595),0.0% (0 / 18),3.3% (33 / 997),**41.7% (15 / 36)
M34 ,SP6689,LYS523,A20650,2375541,1227786,128961,1028,99.6,756,136.45,2.7,2.9,0.7-6.8,1.1-6.3,No,24,**100.0% (74 / 74),100.0% (3 / 3),0.0% (0 / 58),NA% (0 / 0),0.0% (0 / 37),0.0% (0 / 2),0.0% (0 / 82),0.0% (0 / 2),0.0% (0 / 166),0.0% (0 / 5),0.0% (0 / 88),0.0% (0 / 3),0.0% (0 / 134),0.0% (0 / 4)
M33 ,SP6688,LYS522,A20649,1902623,917889,136956,1307,100,827,121.05,1.7,1,0.3-4.8,0.1-3.7,No,22,**100.0% (75 / 75),100.0% (2 / 2),1.3% (1 / 79),33.3% (1 / 3),0.0% (0 / 58),0.0% (0 / 2),1.5% (1 / 67),NA% (0 / 0),0.0% (0 / 205),0.0% (0 / 2),0.9% (1 / 106),0.0% (0 / 3),1.1% (2 / 179),0.0% (0 / 5)
M32 ,SP6687,LYS521,A20648,2365854,1179188,125281,1081,94.74,324,188.9,5.7,2.2,1.6-14.0,0.3-7.8,No,9,**96.7% (29 / 30),NA% (0 / 0),0.0% (0 / 35),0.0% (0 / 1),0.0% (0 / 26),NA% (0 / 0),0.0% (0 / 27),0.0% (0 / 3),0.0% (0 / 79),0.0% (0 / 1),0.0% (0 / 44),0.0% (0 / 3),1.6% (1 / 64),0.0% (0 / 3)
M31 ,SP6686,LYS520,A20647,2138654,1083328,104946,1199,99.26,400,132.13,3.7,1.8,1.0-9.3,0.2-6.4,No,14,**100.0% (31 / 31),100.0% (1 / 1),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 32),0.0% (0 / 1),0.0% (0 / 58),0.0% (0 / 3),0.0% (0 / 96),0.0% (0 / 3),0.0% (0 / 66),0.0% (0 / 4),3.2% (3 / 94),40.0% (2 / 5)
M30 ,SP6685,LYS519,A20642,2466593,1307199,167347,1865,92.36,290,191.61,6.9,2.2,2.3-15.5,0.3-7.9,No,11,**100.0% (28 / 28),100.0% (1 / 1),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 14),NA% (0 / 0),5.6% (1 / 18),0.0% (0 / 1),0.0% (0 / 65),0.0% (0 / 1),2.6% (1 / 39),0.0% (0 / 1),1.6% (1 / 62),0.0% (0 / 1)
M29 ,SP6684,LYS518,A20641,2331239,1232524,378471,10757,26.69,201,54.65,11.8,8.5,4.4-23.9,2.8-18.7,No,15,**100.0% (17 / 17),100.0% (1 / 1),0.0% (0 / 19),0.0% (0 / 1),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 19),NA% (0 / 0),3.8% (1 / 26),25.0% (1 / 4),0.0% (0 / 21),NA% (0 / 0),5.4% (2 / 37),0.0% (0 / 2)
M28 ,SP6683,LYS517,A20640,2396109,1370803,323292,10030,42.36,338,43.41,30.1,14.9,20.5-41.2,8.2-24.2,No,58,**84.4% (27 / 32),**100.0% (3 / 3),13.8% (4 / 29),20.0% (1 / 5),0.0% (0 / 13),0.0% (0 / 3),0.0% (0 / 31),0.0% (0 / 6),11.7% (9 / 77),30.0% (3 / 10),0.0% (0 / 43),0.0% (0 / 7),1.6% (1 / 64),0.0% (0 / 5)
M27 ,SP6682,LYS516,A20639,2381087,1285446,314615,7923,77.11,1007,62.89,12,8.4,7.7-17.4,4.8-13.5,No,61,**93.8% (61 / 65),50.0% (1 / 2),5.3% (4 / 76),14.3% (1 / 7),0.0% (0 / 67),0.0% (0 / 3),0.0% (0 / 93),0.0% (0 / 4),1.6% (3 / 190),0.0% (0 / 3),0.0% (0 / 74),0.0% (0 / 4),6.0% (11 / 184),14.3% (1 / 7)
M26 ,SP6681,LYS515,A20638,2378459,1190736,267018,3761,89.88,1012,123.17,3.2,1.5,1.4-6.3,0.4-3.8,No,25,**100.0% (65 / 65),100.0% (1 / 1),0.8% (1 / 119),0.0% (0 / 2),0.0% (0 / 65),0.0% (0 / 1),0.0% (0 / 67),0.0% (0 / 1),0.0% (0 / 209),0.0% (0 / 3),0.0% (0 / 173),0.0% (0 / 2),0.3% (1 / 289),0.0% (0 / 7)
M25 ,SP6680,LYS514,A20637,2311316,1141244,350850,4669,98.4,1472,122.81,8.1,1.4,5.2-11.9,0.5-3.1,No,45,**96.5% (139 / 144),**100.0% (5 / 5),0.0% (0 / 129),0.0% (0 / 5),0.0% (0 / 69),0.0% (0 / 4),5.8% (7 / 121),0.0% (0 / 3),0.3% (1 / 293),0.0% (0 / 4),0.6% (1 / 175),0.0% (0 / 4),0.0% (0 / 330),0.0% (0 / 7)
M24 ,SP6679,LYS513,A20636,2602599,1565325,502740,25082,11.18,204,5.15,41.5,28.6,28.1-55.9,16.6-43.3,Yes,52,**50.0% (6 / 12),0.0% (0 / 2),7.7% (1 / 13),50.0% (1 / 2),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 24),0.0% (0 / 5),**29.4% (10 / 34),**50.0% (4 / 8),4.3% (1 / 23),0.0% (0 / 4),**50.0% (16 / 32),**77.8% (7 / 9)
