RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	RunID	MeanFragmentLength	breadth	coverage	expected_breadth	expected_breadth_prop
Cap.E.7139	2988737	2939132	1541328	171	0.0008649	55.4	f	1459	Artiodactyla	Cervidae	Cervus_hanglu_yarkandensis	best	1330	0.9115	44	30.2272	825	43	817	3.76	++	8	10	42.9 (9.9,81.6)	45.5 (16.7,76.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.049791779829802645	0.1062224636369123	0.08953009660535183	0.5561457176717293
Cap.E.7139	2988737	2939132	1541328	171	0.005101	125.0	f	2721	Carnivora	Hyaenidae	Crocuta_crocuta	best	2503	0.9198	42	59.5952	687	42	687	3.67	+	9	13	66.7 (29.9,92.5)	26.7 (7.8,55.1)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.041462973021908385	0.10139416983523447	0.08564012798682108	0.48415356208118937
Cap.E.7139	2988737	2939132	1541328	197	0.002127	82.4	f	3494	Carnivora	Ursidae	Ursus_arctos	best	1675	0.4793	38	44.0789	877	34	804	2.97	++	14	17	85.7 (42.1,99.6)	90.0 (55.5,99.7)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	190312_D00829_0232.lane2	40	0.05293017080089323	0.0917375822318788	0.07781026024902504	0.6802466748150536
Cap.E.7139	2988737	2939132	1541328	219	0.000231	341.0	f	16849	Rodentia	Muridae	Apodemus_draco	best	1394	0.0827	87	16.0229	369	87	369	7.61	+	9	9	35.3 (14.2,61.7)	26.7 (7.8,55.1)	33.3 (0.8,90.6)	100.0 (2.5,100.0)	190312_D00829_0232.lane2	40	0.022270505160239002	0.2100307803729857	0.1692755927884545	0.13156359279787422
Cap.E.7139	2988737	2939132	1541328	233	0.001841	157.0	f	6594	Carnivora	Canidae	Canis_lupus_chanco	best	5282	0.801	126	41.9206	968	120	897	10.5	++	35	52	69.4 (51.9,83.7)	57.7 (36.9,76.6)	62.5 (24.5,91.5)	83.3 (35.9,99.6)	190312_D00829_0232.lane2	40	0.05842235500030177	0.3041825095057034	0.2355457939218607	0.24802971017891592
Cap.E.7139	2988737	2939132	1541328	250	0.0004468	35.1	f	1912	Rodentia	Sciuridae	Dremomys_rufigenis	best	1122	0.5868	35	32.0571	440	35	440	3.06	++	13	16	100.0 (29.2,100.0)	73.3 (44.9,92.2)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	190312_D00829_0232.lane2	40	0.026555615909228076	0.08449514152936206	0.07189388991672929	0.3693723616845044
Cap.E.7139	2988737	2939132	1541328	270	0.0004554	110.0	f	4549	Rodentia	Cricetidae	Ondatra_zibethicus	best	3863	0.8491	92	41.9891	770	92	770	8.05	++	19	24	48.1 (28.7,68.1)	26.9 (11.6,47.8)	50.0 (1.3,98.7)	33.3 (0.8,90.6)	190312_D00829_0232.lane2	40	0.04647232784114914	0.22210151487718027	0.17808281537805914	0.26095908098988196
Cap.E.7139	2988737	2939132	1541328	428	0.000811	78.2	f	6307	Primates	Cercopithecidae	Macaca_sylvanus	best	26	0.0041	22	1.1818	463	22	463	1.92	+	4	4	42.9 (9.9,81.6)	40.0 (5.3,85.3)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	190312_D00829_0232.lane2	40	0.027943750377210454	0.05311123181845615	0.04581453406863911	0.6099319996432849
Cap.E.7139	2988737	2939132	1541328	450	0.0007707	44.1	f	4339	Artiodactyla	Bovidae	Capra_sibirica	best	2706	0.6236	101	26.792	1747	100	1701	8.75	++	15	31	41.7 (22.1,63.4)	27.8 (9.7,53.5)	N/A (N/A,N/A)	0.0 (0.0,60.2)	190312_D00829_0232.lane2	40	0.10543786589413966	0.2438288369847305	0.19370118184654694	0.5443325894504307
Cap.E.7139	2988737	2939132	1541328	5219	0.07332	379.0	f	119953	Primates	Hominidae	Homo_sapiens	fixed	87283	0.7276	558	156.4211	9459	-	-	48.86	-	23	34	10.7 (6.0,17.3)	7.4 (3.4,13.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.5708853883758827	1.347093970668115	0.6956217099790445	0.8206836850924053
Cap.E.7140	2151759	2131843	1383501	134	0.001442	8.86	f	260	Artiodactyla	Delphinidae	Sousa_chinensis	best	44	0.1692	33	1.3333	275	32	266	0.03	+	7	12	40.0 (12.2,73.8)	25.0 (5.5,57.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.016597259943267547	0.07966684772768423	0.06792857087715454	0.24433400745737566
Cap.E.7140	2151759	2131843	1383501	135	0.002013	13.5	f	292	Carnivora	Otariidae	Arctocephalus_townsendi	best	40	0.1369	34	1.1764	609	33	568	0.04	++	8	13	50.0 (15.7,84.3)	50.0 (18.7,81.3)	50.0 (1.3,98.7)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.036755386565272496	0.08208099462852314	0.06991334360557622	0.5257277748384062
Cap.E.7140	2151759	2131843	1383501	150	0.001053	7.19	f	175	Primates	Pitheciidae	Plecturocebus_donacophilus	best	26	0.1485	22	1.1818	366	20	332	0.02	+	5	8	80.0 (28.4,99.5)	33.3 (0.8,90.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.022089444142676082	0.05311123181845615	0.04581453406863911	0.4821492696964196
Cap.E.7140	2151759	2131843	1383501	167	0.0007296	12.9	f	765	Rodentia	Echimyidae	Proechimys_goeldii	best	309	0.4039	126	2.4523	501	126	501	0.15	+	16	38	8.3 (1.8,22.5)	39.4 (22.9,57.9)	0.0 (0.0,84.2)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.030237189933007422	0.3041825095057034	0.2355457939218607	0.12837074875995547
Cap.E.7140	2151759	2131843	1383501	173	0.002197	249.0	f	6889	Pholidota	Manidae	Manis_crassicaudata	best	3102	0.4502	664	4.6716	654	664	654	0.81	+	60	101	11.7 (7.4,17.4)	26.1 (19.4,33.9)	8.3 (0.2,38.5)	33.3 (0.8,90.6)	190312_D00829_0232.lane2	40	0.039471301828716276	1.6029935421570403	0.7571820510574842	0.05212920957858214
Cap.E.7140	2151759	2131843	1383501	181	0.001152	10.3	f	530	Eulipotyphla	Talpidae	Talpa_aquitania	best	136	0.2566	99	1.3737	851	99	851	0.12	++	21	29	50.0 (31.3,68.7)	24.2 (11.1,42.3)	50.0 (6.8,93.2)	33.3 (4.3,77.7)	190312_D00829_0232.lane2	40	0.05136097531534794	0.2390005431830527	0.19025628258290173	0.2699567899576092
Cap.E.7140	2151759	2131843	1383501	182	0.002011	9.41	f	645	Carnivora	Phocidae	Phoca_groenlandica	best	313	0.4852	183	1.7103	867	183	867	0.22	++	61	97	35.7 (18.6,55.9)	65.4 (54.0,75.7)	33.3 (4.3,77.7)	100.0 (15.8,100.0)	190312_D00829_0232.lane2	40	0.052326634075683505	0.44178888285352164	0.32301054587845357	0.161996673927091
Cap.E.7140	2151759	2131843	1383501	183	0.001543	35.2	f	493	Dasyuromorphia	Dasyuridae	Sminthopsis_crassicaudata	best	133	0.2697	94	1.4148	214	94	214	0.11	++	12	14	26.1 (10.2,48.4)	35.0 (15.4,59.2)	50.0 (1.3,98.7)	33.3 (0.8,90.6)	190312_D00829_0232.lane2	40	0.0129156859194882	0.22692980867885812	0.1815795043219549	0.07112964630957282
Cap.E.7140	2151759	2131843	1383501	197	0.001169	50.0	f	1713	Primates	Lepilemuridae	Lepilemur_tymerlachsoni	best	1203	0.7022	475	2.5326	567	475	567	0.58	++	73	125	40.0 (30.8,49.8)	24.4 (17.1,33.0)	25.0 (0.6,80.6)	12.5 (0.3,52.7)	190312_D00829_0232.lane2	40	0.034220532319391636	1.1467197778984852	0.6367098903915751	0.053745878359681344
Cap.E.7140	2151759	2131843	1383501	199	0.002172	14.1	f	888	Rodentia	Dipodidae	Sicista_concolor	best	289	0.3254	98	2.9489	390	98	390	0.11	++	32	51	33.3 (11.8,61.6)	43.8 (31.4,56.7)	20.0 (0.5,71.6)	20.0 (0.5,71.6)	190312_D00829_0232.lane2	40	0.023537932283179432	0.23658639628221378	0.1885283175204091	0.12485091148512126
Cap.E.7140	2151759	2131843	1383501	206	0.001818	10.8	f	154	Cingulata	Chlamyphoridae	Calyptophractus_retusus	best	61	0.3961	47	1.2978	343	20	321	0.02	-	3	4	33.3 (0.8,90.6)	33.3 (4.3,77.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.020701309674693705	0.11346490433942906	0.09533404193700035	0.2171449909610857
Cap.E.7140	2151759	2131843	1383501	208	0.001517	36.3	f	724	Rodentia	Spalacidae	Rhizomys_sinensis	best	127	0.1754	67	1.8955	277	67	277	0.08	+	12	21	43.5 (23.2,65.5)	25.0 (3.2,65.1)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.016717967288309495	0.16174784235620737	0.13309280096636056	0.12561135663930456
Cap.E.7140	2151759	2131843	1383501	2342	0.004011	12.2	f	5069	Artiodactyla	Bovidae	Procapra_gutturosa	best	1734	0.342	1091	1.5893	2778	1052	2770	1.28	++	162	274	47.1 (40.2,54.1)	24.4 (19.4,29.9)	26.7 (7.8,55.1)	14.8 (4.2,33.7)	190312_D00829_0232.lane2	40	0.1676625022632627	2.6338342688152574	0.9022826019334483	0.1858203869873902
Cap.E.7140	2151759	2131843	1383501	237	0.002415	49.7	f	1950	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	1127	0.5779	640	1.7609	688	640	688	0.78	++	68	118	46.7 (36.3,57.4)	20.7 (13.8,29.0)	0.0 (0.0,60.2)	0.0 (0.0,41.0)	190312_D00829_0232.lane2	40	0.041523326694429354	1.5450540165369062	0.7444360728697988	0.055778230270810296
Cap.E.7140	2151759	2131843	1383501	239	0.004659	7.91	f	380	Carnivora	Eupleridae	Eupleres_goudotii	best	117	0.3078	81	1.4444	531	81	531	0.09	+	33	50	77.5 (61.5,89.2)	23.1 (9.0,43.6)	100.0 (39.8,100.0)	36.4 (10.9,69.2)	190312_D00829_0232.lane2	40	0.03204780010863661	0.1955458989679522	0.15858226391132657	0.20208943496075055
Cap.E.7140	2151759	2131843	1383501	261	0.001318	9.65	f	900	Primates	Cheirogaleidae	Microcebus_rufus	best	645	0.7166	311	2.0739	770	168	736	0.2	++	34	53	57.1 (42.2,71.2)	26.9 (11.6,47.8)	25.0 (0.6,80.6)	16.7 (0.4,64.1)	190312_D00829_0232.lane2	40	0.04647232784114914	0.7507996861609029	0.4846742854927293	0.09588362583318087
Cap.E.7140	2151759	2131843	1383501	2642	0.07881	268.0	f	90907	Carnivora	Hyaenidae	Crocuta_crocuta	best	88812	0.9769	29276	3.0336	7978	28725	7797	35.13	++	4478	6725	43.2 (42.0,44.3)	23.8 (22.8,24.9)	46.2 (41.4,51.0)	25.9 (22.9,29.1)	190312_D00829_0232.lane2	40	0.4815015993723218	70.67656466896011	1.0	0.4815015993723218
Cap.E.7140	2151759	2131843	1383501	276	0.00298	17.6	f	592	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	146	0.2466	98	1.4897	955	95	878	0.11	+	12	22	23.8 (8.2,47.2)	30.4 (13.2,52.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.05763775725752912	0.23658639628221378	0.1885283175204091	0.3057246678674123
Cap.E.7140	2151759	2131843	1383501	301	0.004022	17.9	f	1144	Carnivora	Viverridae	Prionodon_pardicolor	best	341	0.298	220	1.55	823	165	777	0.2	+	51	69	72.7 (60.4,83.0)	21.9 (9.3,40.0)	80.0 (28.4,99.5)	30.8 (9.1,61.4)	190312_D00829_0232.lane2	40	0.0496710724847607	0.5311123181845615	0.3743550097383628	0.13268440702710477
Cap.E.7140	2151759	2131843	1383501	324	0.001468	24.0	f	1882	Primates	Cebidae	Saguinus_inustus	best	585	0.3108	346	1.6907	715	346	715	0.42	++	62	122	34.7 (25.3,45.2)	44.4 (32.7,56.6)	30.0 (6.7,65.2)	75.0 (19.4,99.4)	190312_D00829_0232.lane2	40	0.04315287585249562	0.835294827690265	0.521723055682775	0.08271222707614825
Cap.E.7140	2151759	2131843	1383501	326	0.004195	35.2	f	2056	Carnivora	Herpestidae	Herpestes_naso	best	250	0.1215	146	1.7123	998	146	998	0.17	++	19	33	32.1 (15.9,52.4)	41.7 (22.1,63.4)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.06023296517593096	0.35246544752248177	0.2674524240973659	0.22521001774133548
Cap.E.7140	2151759	2131843	1383501	431	0.001225	24.4	f	2698	Eulipotyphla	Soricidae	Sorex_sinalis	best	1057	0.3917	314	3.3662	1101	311	1094	0.38	+	48	99	59.4 (46.9,71.1)	9.6 (3.9,18.8)	N/A (N/A,N/A)	0.0 (0.0,24.7)	190312_D00829_0232.lane2	40	0.06644939344559117	0.7580421268634197	0.48795931695158523	0.13617814259745797
Cap.E.7140	2151759	2131843	1383501	432	0.001345	29.4	f	2789	Chiroptera	Pteropodidae	Pteropus_scapulatus	best	1857	0.6658	708	2.6228	930	690	814	0.84	++	109	158	47.6 (39.9,55.5)	17.2 (12.0,23.5)	33.3 (4.3,77.7)	10.0 (1.2,31.7)	190312_D00829_0232.lane2	40	0.056128915444504796	1.7092160057939525	0.778921565483821	0.07205977845746352
Cap.E.7140	2151759	2131843	1383501	451	0.009547	12.7	f	621	Proboscidea	Elephantidae	Mammuthus_primigenius	best	421	0.6779	264	1.5946	1172	264	1172	0.32	++	48	73	51.7 (38.2,65.0)	37.0 (24.3,51.3)	40.0 (5.3,85.3)	40.0 (5.3,85.3)	190312_D00829_0232.lane2	40	0.07073450419458024	0.6373347818214739	0.43036906615714166	0.16435777976838323
Cap.E.7140	2151759	2131843	1383501	452	0.003571	11.3	f	885	Carnivora	Canidae	Canis_lupus_chanco	best	324	0.3661	236	1.3728	1543	235	1540	0.28	++	24	42	25.0 (12.7,41.2)	23.8 (14.0,36.2)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	190312_D00829_0232.lane2	40	0.09312571669986118	0.5697386685979842	0.395334123872115	0.23556205011532483
Cap.E.7140	2151759	2131843	1383501	4682	0.1003	209.0	f	166685	Perissodactyla	Equidae	Equus_ovodovi	best	164131	0.9846	39937	4.1097	9878	39777	9818	48.65	++	6385	9431	43.4 (42.4,44.4)	24.0 (23.2,24.9)	44.7 (40.7,48.7)	23.5 (21.1,26.1)	190312_D00829_0232.lane2	40	0.5961735771621703	96.41378477880379	1.0	0.5961735771621703
Cap.E.7140	2151759	2131843	1383501	478	0.001814	11.4	f	2009	Carnivora	Mustelidae	Martes_foina	best	391	0.1946	232	1.6853	1110	232	1110	0.28	+	20	77	16.0 (7.2,29.1)	27.7 (15.6,42.6)	50.0 (1.3,98.7)	20.0 (0.5,71.6)	190312_D00829_0232.lane2	40	0.06699257649827992	0.5600820809946285	0.39015623496802754	0.17170705090428662
Cap.E.7140	2151759	2131843	1383501	495	0.002504	20.1	f	3129	Artiodactyla	Cervidae	Cervus_nippon_centralis	best	1458	0.4659	397	3.6725	1263	397	1263	0.48	++	92	174	71.0 (61.5,79.4)	22.5 (14.3,32.6)	80.0 (28.4,99.5)	20.0 (5.7,43.7)	190312_D00829_0232.lane2	40	0.07622668839398877	0.9584163196330496	0.5709928142678394	0.13349850731787424
Cap.E.7140	2151759	2131843	1383501	531	0.001159	37.1	f	4884	Chiroptera	Vespertilionidae	Myotis_ruber	best	1112	0.2276	565	1.9681	1071	564	1061	0.68	++	108	182	50.9 (42.9,58.9)	33.0 (23.6,43.4)	45.5 (16.7,76.6)	45.5 (16.7,76.6)	190312_D00829_0232.lane2	40	0.06463878326996197	1.3639929989739876	0.7001298760093491	0.09232398942664008
Cap.E.7140	2151759	2131843	1383501	608	0.001591	30.6	f	3169	Chiroptera	Phyllostomidae	Leptonycteris_nivalis	best	2163	0.6825	498	4.3433	1047	494	1019	0.6	+	58	91	50.0 (38.9,61.1)	12.0 (7.0,18.8)	0.0 (0.0,70.8)	0.0 (0.0,41.0)	190312_D00829_0232.lane2	40	0.06319029512945863	1.20224515661778	0.65409201316482	0.09660765436305023
Cap.E.7140	2151759	2131843	1383501	709	0.01535	17.2	f	2188	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	1436	0.6563	791	1.8154	2338	790	2332	0.96	++	169	259	56.9 (49.2,64.4)	39.7 (33.0,46.7)	59.1 (36.4,79.3)	36.1 (20.8,53.8)	190312_D00829_0232.lane2	40	0.14110688635403465	1.9095901985635826	0.814772067615397	0.17318571900361512
Cap.E.7140	2151759	2131843	1383501	725	0.003605	23.0	f	4546	Carnivora	Felidae	Panthera_tigris_amoyensis	best	2424	0.5332	1156	2.0968	1933	1128	1886	1.37	++	270	486	58.8 (52.8,64.6)	35.2 (30.0,40.6)	50.0 (29.9,70.1)	28.3 (16.0,43.5)	190312_D00829_0232.lane2	40	0.11666364898304062	2.790753817369787	0.9149261537914368	0.12751154669651604
Cap.E.7140	2151759	2131843	1383501	767	0.001294	36.0	f	4208	Rodentia	Cricetidae	Microtus_cabrerae	best	2077	0.4935	1122	1.8511	1252	1122	1252	1.37	++	198	328	51.4 (45.0,57.8)	28.0 (22.8,33.7)	43.8 (19.8,70.1)	21.9 (9.3,40.0)	190312_D00829_0232.lane2	40	0.07556279799625808	2.708672822741264	0.9085312689697532	0.0831702777626399
Cap.E.7140	2151759	2131843	1383501	826	0.001476	17.3	f	3556	Rodentia	Sciuridae	Dremomys_rufigenis	best	896	0.2519	553	1.6202	1179	514	1109	0.62	++	97	180	34.0 (24.6,44.5)	45.2 (37.0,53.6)	25.0 (0.6,80.6)	14.3 (0.4,57.9)	190312_D00829_0232.lane2	40	0.07115697990222705	1.3350232361639205	0.6923601558932873	0.10277451597488288
Cap.E.7140	2151759	2131843	1383501	836	0.001584	36.1	f	6286	Primates	Cercopithecidae	Macaca_sylvanus	best	1747	0.2779	790	2.2113	885	762	860	0.93	++	139	252	34.5 (27.9,41.7)	36.7 (30.1,43.7)	28.6 (8.4,58.1)	28.6 (8.4,58.1)	190312_D00829_0232.lane2	40	0.053413000181061016	1.9071760516627436	0.8143767976196269	0.06558757609153885
Cap.E.7140	2151759	2131843	1383501	961	0.001014	21.8	f	4801	Rodentia	Muridae	Rattus_norvegicus	best	1189	0.2476	483	2.4616	925	483	925	0.59	++	68	130	38.8 (29.9,48.3)	24.5 (16.5,34.0)	50.0 (6.8,93.2)	28.6 (3.7,71.0)	190312_D00829_0232.lane2	40	0.05582714708189993	1.1660329531051965	0.6428527429767299	0.08684282316879026
Cap.E.7140	2151759	2131843	1383501	966	0.01357	16.4	f	3013	Primates	Hominidae	Homo_sapiens	fixed	1641	0.5446	666	2.4639	2607	-	-	0.81	++	103	181	34.7 (27.1,42.9)	28.5 (22.1,35.6)	20.0 (2.5,55.6)	15.4 (1.9,45.4)	190312_D00829_0232.lane2	40	0.15734202426217636	1.6078218359587182	0.7582150734268087	0.20751634961707835
Cap.E.7141	1936830	1913878	1101150	1010	0.02186	40.9	f	6390	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	6036	0.9446	1225	4.9273	3387	1223	3364	6.38	++	275	417	55.9 (50.0,61.6)	44.4 (38.4,50.6)	34.5 (17.9,54.3)	30.3 (15.6,48.7)	190312_D00829_0232.lane2	40	0.2044178888285352	2.957329953527672	0.926562630301603	0.2206196129040901
Cap.E.7141	1936830	1913878	1101150	1023	0.02191	23.0	f	5199	Perissodactyla	Equidae	Equus_ovodovi	best	4882	0.939	758	6.4406	2663	758	2663	3.95	++	176	263	57.6 (50.1,64.8)	42.7 (35.6,50.0)	60.0 (36.1,80.9)	41.4 (23.5,61.1)	190312_D00829_0232.lane2	40	0.16072182992335082	1.8299233508358983	0.8012728138669399	0.20058315612594893
Cap.E.7141	1936830	1913878	1101150	131	0.001873	43.9	f	1669	Primates	Lemuridae	Eulemur_rubriventer	best	675	0.4044	122	5.5327	411	122	411	0.63	++	24	47	28.0 (12.1,49.4)	72.0 (50.6,87.9)	33.3 (0.8,90.6)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.024805359406119862	0.2945259219023478	0.22899960187166157	0.1083205350724651
Cap.E.7141	1936830	1913878	1101150	139	0.001014	71.5	f	1125	Rodentia	Spalacidae	Rhizomys_sinensis	best	359	0.3191	48	7.4791	394	47	376	0.24	-	6	16	42.9 (17.7,71.1)	0.0 (0.0,41.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.023779346973263324	0.11587905124026797	0.09726045687237139	0.2444914175600411
Cap.E.7141	1936830	1913878	1101150	150	0.0006554	12.4	f	840	Rodentia	Echimyidae	Proechimys_poliopus	best	152	0.1809	28	5.4285	444	28	444	0.14	+	6	15	45.5 (16.7,76.6)	50.0 (6.8,93.2)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	190312_D00829_0232.lane2	40	0.026797030599311968	0.06759611322348964	0.057940994635551024	0.46248827393912284
Cap.E.7141	1936830	1913878	1101150	154	0.001299	25.2	f	337	Dasyuromorphia	Dasyuridae	Sminthopsis_crassicaudata	best	217	0.6439	54	4.0185	183	54	183	0.28	+	7	17	50.0 (6.8,93.2)	41.7 (15.2,72.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	190312_D00829_0232.lane2	40	0.011044722071338041	0.13036393264530147	0.10873310643871548	0.10157644192353785
Cap.E.7141	1936830	1913878	1101150	155	0.0009197	26.5	f	1819	Primates	Lepilemuridae	Lepilemur_otto	best	1541	0.8471	167	9.2275	611	167	611	0.87	++	47	72	75.0 (59.7,86.8)	45.2 (29.8,61.3)	83.3 (35.9,99.6)	62.5 (24.5,91.5)	190312_D00829_0232.lane2	40	0.03687609391031444	0.403162532440099	0.2995221375093352	0.12311642210140519
Cap.E.7141	1936830	1913878	1101150	1674	0.02352	19.0	f	4561	Primates	Hominidae	Homo_sapiens	fixed	1222	0.2679	156	7.8333	3893	-	-	0.81	+	15	35	13.2 (4.4,28.1)	24.4 (12.4,40.3)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.2349568471241475	0.3766069165308709	0.2829028176260442	0.8305214104821176
Cap.E.7141	1936830	1913878	1101150	1786	0.05328	299.0	f	74972	Carnivora	Hyaenidae	Crocuta_crocuta	best	73181	0.9761	11510	6.358	5833	11182	5788	58.37	++	2392	3726	52.9 (51.0,54.7)	38.4 (36.5,40.3)	50.6 (44.2,57.0)	33.2 (28.5,38.3)	190312_D00829_0232.lane2	40	0.35204297181483496	27.786830828655923	0.9999999999779072	0.35204297182261257
Cap.E.7141	1936830	1913878	1101150	191	0.002458	40.6	f	1077	Carnivora	Herpestidae	Crossarchus_platycephalus	best	370	0.3435	77	4.8051	850	76	810	0.39	++	14	27	38.5 (13.9,68.4)	52.9 (27.8,77.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.05130062164282696	0.18588931136459655	0.15137701596961128	0.3388930698245861
Cap.E.7141	1936830	1913878	1101150	208	0.0009426	40.0	f	2052	Primates	Cebidae	Leontopithecus_rosalia	best	678	0.3304	166	4.0843	535	163	527	0.85	++	33	55	48.6 (31.9,65.6)	41.0 (25.6,57.9)	50.0 (1.3,98.7)	33.3 (0.8,90.6)	190312_D00829_0232.lane2	40	0.0322892147987205	0.40074838553926007	0.2980273419988565	0.10834312913089832
Cap.E.7141	1936830	1913878	1101150	210	0.002806	23.8	f	1138	Carnivora	Viverridae	Arctictis_binturong	best	867	0.7618	177	4.8983	742	173	728	0.9	++	45	64	60.0 (42.1,76.1)	58.7 (43.2,73.0)	50.0 (11.8,88.2)	60.0 (14.7,94.7)	190312_D00829_0232.lane2	40	0.04478242501056189	0.4273040014484881	0.314296138529368	0.14248480818155962
Cap.E.7141	1936830	1913878	1101150	218	0.0006789	31.8	f	1870	Chiroptera	Pteropodidae	Rousettus_aegyptiacus	best	669	0.3577	140	4.7785	659	135	576	0.7	-	9	13	23.8 (8.2,47.2)	10.2 (3.4,22.2)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190312_D00829_0232.lane2	40	0.03977307019132114	0.33798056611744826	0.25802285626564225	0.15414553100820486
Cap.E.7141	1936830	1913878	1101150	2896	0.00496	26.8	f	12446	Artiodactyla	Bovidae	Bison_schoetensacki	best	9238	0.7422	1731	5.3367	4205	1550	4119	8.09	++	372	567	62.8 (57.8,67.7)	41.4 (36.3,46.6)	51.4 (34.4,68.1)	31.7 (20.3,45.0)	190312_D00829_0232.lane2	40	0.2537871929506911	4.178888285352164	0.9750269580011669	0.2602873601269057
Cap.E.7141	1936830	1913878	1101150	301	0.0008556	16.0	f	1343	Eulipotyphla	Soricidae	Crocidura_russula	best	738	0.5495	106	6.9622	878	105	855	0.54	++	27	47	81.5 (61.9,93.7)	26.1 (10.2,48.4)	100.0 (2.5,100.0)	12.5 (0.3,52.7)	190312_D00829_0232.lane2	40	0.05299052447341421	0.2558995714889251	0.20224944779800613	0.26200578073438185
Cap.E.7141	1936830	1913878	1101150	319	0.0008347	59.6	f	4200	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	229	0.0545	61	3.754	615	59	576	0.3	+	10	21	57.1 (28.9,82.3)	11.8 (1.5,36.4)	N/A (N/A,N/A)	0.0 (0.0,84.2)	190312_D00829_0232.lane2	40	0.037117508600398336	0.1472629609511739	0.12193371655191176	0.3044072603544075
Cap.E.7141	1936830	1913878	1101150	440	0.0009605	63.5	f	6353	Chiroptera	Vespertilionidae	Myotis_frater	best	1795	0.2825	266	6.7481	796	251	779	1.31	++	55	113	62.5 (49.5,74.3)	41.0 (25.6,57.9)	100.0 (2.5,100.0)	12.5 (0.3,52.7)	190312_D00829_0232.lane2	40	0.04804152332669443	0.6421630756231517	0.43279245165842606	0.1110036072547087
Cap.E.7141	1936830	1913878	1101150	448	0.0008007	28.5	f	3612	Rodentia	Sciuridae	Dremomys_rufigenis	best	1120	0.31	266	4.2105	963	250	876	1.3	++	54	105	29.5 (16.8,45.2)	58.1 (46.1,69.5)	33.3 (4.3,77.7)	66.7 (9.4,99.2)	190312_D00829_0232.lane2	40	0.058120586637696904	0.6421630756231517	0.43279245165842606	0.13429205249533227
Cap.E.7141	1936830	1913878	1101150	450	0.001708	7.82	f	969	Carnivora	Mustelidae	Martes_foina	best	319	0.3292	84	3.7976	1192	84	1192	0.43	++	18	31	50.0 (28.2,71.8)	33.3 (14.6,57.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190312_D00829_0232.lane2	40	0.0719415776449997	0.20278833967046894	0.1639460244520431	0.43881257801431955
Cap.E.7141	1936830	1913878	1101150	472	0.0004978	21.4	f	2892	Rodentia	Muridae	Rattus_norvegicus	best	822	0.2842	114	7.2105	636	114	636	0.59	++	33	56	72.4 (52.8,87.3)	45.2 (27.3,64.0)	100.0 (15.8,100.0)	40.0 (5.3,85.3)	190312_D00829_0232.lane2	40	0.038384935723338766	0.27521274669563645	0.21573856823452098	0.1779233821632301
