RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	RunID	MeanFragmentLength	breadth	coverage	expected_breadth	expected_breadth_prop
Cap.F.2725	2560493	2538194	1998634	768	0.001455	26.2	f	3445	Primates	Cercopithecidae	Macaca_sylvanus	best	1391	0.4037	770	1.8064	830	739	803	0.88	++	121	223	42.5 (35.1,50.2)	30.1 (23.3,37.5)	41.7 (15.2,72.3)	29.4 (10.3,56.0)	200316_D00829_0327.lane1	40	0.05009354819240751	1.8588931136459654	0.8062918471465524	0.062128307968990854
Cap.F.2725	2560493	2538194	1998634	8856	0.01517	97.8	f	94392	Artiodactyla	Bovidae	Ovis_ammon_ammon	best	72557	0.7686	21541	3.3683	7399	18550	7093	22.11	++	2325	3789	42.2 (40.6,43.7)	19.4 (18.2,20.7)	47.3 (39.5,55.2)	22.6 (18.3,27.3)	200316_D00829_0327.lane1	40	0.4465568229826785	52.00313839097109	1.0	0.4465568229826785
Cap.F.2725	2560493	2538194	1998634	889	0.0009376	16.4	f	3305	Rodentia	Muridae	Rattus_norvegicus	best	974	0.2947	266	3.6616	763	266	763	0.31	++	56	102	57.4 (44.1,70.0)	29.6 (19.3,41.6)	0.0 (0.0,70.8)	0.0 (0.0,41.0)	200316_D00829_0327.lane1	40	0.04604985213350232	0.6421630756231517	0.43279245165842606	0.10640169891374716
Cap.F.2726	4711569	4683958	3608242	1033	0.001957	31.2	f	5294	Primates	Cercopithecidae	Macaca_nigra	best	2237	0.4225	1092	2.0485	1035	1075	1027	0.86	++	126	273	28.3 (22.5,34.7)	24.3 (19.3,30.0)	20.0 (2.5,55.6)	16.7 (2.1,48.4)	200316_D00829_0327.lane1	40	0.06246605105920695	2.6362484157160964	0.9024906834395592	0.0692151755197486
Cap.F.2726	4711569	4683958	3608242	1049	0.01133	15.3	f	2771	Carnivora	Ursidae	Ursus_arctos	best	1234	0.4453	716	1.7234	2396	636	2244	0.51	++	95	162	39.0 (30.1,48.4)	34.9 (27.3,43.0)	50.0 (15.7,84.3)	30.8 (9.1,61.4)	200316_D00829_0327.lane1	40	0.14460739936025108	1.728529181000664	0.7826597686362644	0.18476406371598786
Cap.F.2726	4711569	4683958	3608242	10685	0.0183	92.2	f	112788	Artiodactyla	Bovidae	Bison_schoetensacki	best	86919	0.7706	25115	3.4608	9645	22526	9334	18.1	++	2568	4295	39.0 (37.6,40.4)	17.8 (16.8,18.9)	39.3 (32.7,46.3)	19.6 (15.9,23.7)	200316_D00829_0327.lane1	40	0.5821111714647836	60.631299414569376	1.0	0.5821111714647836
Cap.F.2726	4711569	4683958	3608242	1105	0.001165	21.0	f	5110	Rodentia	Muridae	Rattus_norvegicus	best	1389	0.2718	355	3.9126	808	355	808	0.28	++	68	121	59.6 (48.6,69.8)	21.8 (13.2,32.6)	66.7 (9.4,99.2)	13.3 (1.7,40.5)	200316_D00829_0327.lane1	40	0.0487657673969461	0.8570221497978152	0.5308114464957873	0.0918702257060938
Cap.F.2726	4711569	4683958	3608242	1239	0.002214	24.9	f	6062	Rodentia	Sciuridae	Dremomys_rufigenis	best	1487	0.2452	752	1.9773	1241	625	1149	0.5	++	97	170	31.0 (20.5,43.1)	42.4 (35.2,49.9)	27.3 (6.0,61.0)	33.3 (7.5,70.1)	200316_D00829_0327.lane1	40	0.07489890759852737	1.815438469430865	0.7987147390834144	0.09377429003561338
Cap.F.2726	4711569	4683958	3608242	1296	0.02744	31.0	f	3671	Proboscidea	Elephantidae	Mammuthus_primigenius	best	3290	0.8962	1857	1.7716	2868	1855	2858	1.49	++	261	430	45.7 (40.4,51.0)	24.3 (20.3,28.6)	38.1 (18.1,61.6)	22.9 (10.4,40.1)	200316_D00829_0327.lane1	40	0.17309433279015027	4.483070794857867	0.9809092530054261	0.1764631460655543
Cap.F.2726	4711569	4683958	3608242	135	0.001453	17.6	f	263	Artiodactyla	Delphinidae	Sousa_chinensis	best	103	0.3916	54	1.9074	350	35	331	0.02	+	7	9	21.4 (4.7,50.8)	57.1 (18.4,90.1)	0.0 (0.0,84.2)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.021123785382340516	0.13036393264530147	0.10873310643871548	0.1942718834603183
Cap.F.2726	4711569	4683958	3608242	1421	0.007066	17.0	f	6513	Carnivora	Felidae	Panthera_uncia	best	4545	0.6978	2060	2.2063	2823	1981	2681	1.59	++	348	654	45.2 (40.4,50.0)	31.7 (27.8,35.8)	60.6 (42.1,77.1)	32.8 (21.3,46.0)	200316_D00829_0327.lane1	40	0.1703784175267065	4.973142615728167	0.987615194611991	0.17251498200535872
Cap.F.2726	4711569	4683958	3608242	147	0.001032	8.07	f	268	Primates	Pitheciidae	Cacajao_calvus_calvus	best	92	0.3432	52	1.7692	392	52	392	0.04	-	13	15	72.2 (46.5,90.3)	0.0 (0.0,41.0)	N/A (N/A,N/A)	0.0 (0.0,60.2)	200316_D00829_0327.lane1	40	0.023658639628221376	0.12553563884362365	0.10492518238349713	0.22548104364260282
Cap.F.2726	4711569	4683958	3608242	159	0.002019	13.7	f	467	Pholidota	Manidae	Manis_crassicaudata	best	225	0.4817	125	1.8	758	125	758	0.1	++	21	32	45.0 (23.1,68.5)	31.8 (18.6,47.6)	100.0 (15.8,100.0)	50.0 (6.8,93.2)	200316_D00829_0327.lane1	40	0.04574808377089746	0.3017683626048645	0.23391447510880192	0.19557611280626563
Cap.F.2726	4711569	4683958	3608242	163	0.00218	54.5	f	2131	Artiodactyla	Ziphiidae	Mesoplodon_bidens	best	1082	0.5077	446	2.426	812	440	805	0.35	+	36	54	33.0 (23.5,43.6)	6.5 (2.4,13.5)	N/A (N/A,N/A)	0.0 (0.0,30.8)	200316_D00829_0327.lane1	40	0.04900718208703	1.0767095177741566	0.6135429351522823	0.07987571737724652
Cap.F.2726	4711569	4683958	3608242	164	0.002244	45.1	f	879	Rodentia	Anomaluridae	Anomalurus_pusillus	best	254	0.2889	139	1.8273	519	138	442	0.11	+	15	25	35.1 (20.2,52.5)	5.7 (0.7,19.2)	N/A (N/A,N/A)	0.0 (0.0,84.2)	200316_D00829_0327.lane1	40	0.031323556038384937	0.33556641921660935	0.2564395027255485	0.12214793627918012
Cap.F.2726	4711569	4683958	3608242	174	0.002594	14.6	f	599	Carnivora	Otariidae	Arctocephalus_townsendi	best	233	0.3889	119	1.9579	653	118	591	0.09	++	17	26	52.6 (28.9,75.6)	22.6 (9.6,41.1)	N/A (N/A,N/A)	0.0 (0.0,84.2)	200316_D00829_0327.lane1	40	0.03941094815619531	0.287283481199831	0.22405319693453174	0.17589995900710656
Cap.F.2726	4711569	4683958	3608242	1747	0.03781	53.2	f	12426	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	10621	0.8547	5177	2.0515	4722	5147	4528	4.13	++	774	1212	45.3 (42.4,48.3)	26.2 (23.7,29.0)	46.5 (34.5,58.7)	26.8 (19.2,35.6)	200316_D00829_0327.lane1	40	0.284990041644034	12.498038505643068	0.9999838851282392	0.28499463429601823
Cap.F.2726	4711569	4683958	3608242	186	0.001896	163.0	f	4842	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	3100	0.6402	910	3.4065	855	910	855	0.73	++	93	144	52.3 (43.3,61.2)	16.7 (11.2,23.5)	0.0 (0.0,70.8)	0.0 (0.0,36.9)	200316_D00829_0327.lane1	40	0.051602390005431834	2.1968736797634136	0.8562729780277406	0.060263947747467135
Cap.F.2726	4711569	4683958	3608242	192	0.004444	13.1	f	437	Primates	Tarsiidae	Tarsius_lariang	best	115	0.2631	86	1.3372	871	86	871	0.06	-	4	11	22.2 (2.8,60.0)	11.1 (1.4,34.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.0525680487657674	0.2076166334721468	0.16750285566021816	0.3138337466461014
Cap.F.2726	4711569	4683958	3608242	193	0.004161	30.1	f	1274	Artiodactyla	Suidae	Sus_celebensis	best	537	0.4215	273	1.967	788	268	690	0.21	++	37	64	70.8 (48.9,87.4)	37.7 (25.6,51.0)	75.0 (19.4,99.4)	60.0 (14.7,94.7)	200316_D00829_0327.lane1	40	0.04755869394652665	0.6590621039290241	0.4411933983927998	0.10779557019614461
Cap.F.2726	4711569	4683958	3608242	213	0.003045	35.4	f	1633	Primates	Lemuridae	Eulemur_rubriventer	best	313	0.1916	164	1.9085	460	163	418	0.13	+	21	44	16.7 (6.4,32.8)	46.9 (29.1,65.3)	0.0 (0.0,52.2)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.027762689359647534	0.39592009173758225	0.29502817464526254	0.09410182398012995
Cap.F.2726	4711569	4683958	3608242	2235	0.0113	20.2	f	9823	Artiodactyla	Cervidae	Cervus_nippon_centralis	best	6672	0.6792	2578	2.588	3085	2552	3068	2.05	++	379	659	50.1 (45.7,54.5)	20.6 (17.5,24.0)	37.5 (15.2,64.6)	11.1 (4.2,22.6)	200316_D00829_0327.lane1	40	0.1861910797272014	6.223670710362725	0.9958948017285252	0.18695858177393715
Cap.F.2726	4711569	4683958	3608242	234	0.004562	14.5	f	803	Carnivora	Eupleridae	Eupleres_goudotii	best	312	0.3885	173	1.8034	816	173	816	0.13	+	62	98	73.7 (62.3,83.1)	16.7 (7.5,30.2)	50.0 (6.8,93.2)	11.8 (1.5,36.4)	200316_D00829_0327.lane1	40	0.049248596777113886	0.4176474138451325	0.3084243032630303	0.1596780677011491
Cap.F.2726	4711569	4683958	3608242	238	0.0021	8.01	f	153	Cingulata	Chlamyphoridae	Calyptophractus_retusus	best	42	0.2745	30	1.4	582	30	582	0.02	-	3	7	66.7 (9.4,99.2)	12.5 (0.3,52.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.03512583740720623	0.07242440702516748	0.06194880390172497	0.5670139727464237
Cap.F.2726	4711569	4683958	3608242	247	0.003462	33.6	f	1764	Eulipotyphla	Erinaceidae	Erinaceus_europaeus	best	197	0.1116	121	1.628	542	121	542	0.09	+	8	19	30.0 (11.9,54.3)	10.0 (1.2,31.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.03271169050636731	0.29211177500150887	0.22735431371137393	0.1438797882141562
Cap.F.2726	4711569	4683958	3608242	2489	0.01967	22.4	f	6372	Carnivora	Canidae	Canis_lupus_familiaris	best	5427	0.8516	3160	1.7174	3251	3014	3171	2.42	++	399	639	39.3 (35.6,43.1)	21.0 (18.1,24.1)	47.1 (29.8,64.9)	23.5 (14.1,35.4)	200316_D00829_0327.lane1	40	0.1962097893656829	7.6287042066509745	0.9988127859065722	0.19644300927484937
Cap.F.2726	4711569	4683958	3608242	253	0.001501	64.4	f	4056	Primates	Lepilemuridae	Lepilemur_otto	best	3130	0.7716	659	4.7496	802	659	802	0.52	++	104	216	44.6 (35.6,53.9)	30.8 (24.2,38.0)	54.5 (23.4,83.3)	33.3 (13.3,59.0)	200316_D00829_0327.lane1	40	0.04840364536182026	1.5909228076528457	0.7545801444845346	0.06414646040664845
Cap.F.2726	4711569	4683958	3608242	265	0.002928	31.2	f	1941	Carnivora	Phocidae	Phoca_groenlandica	best	749	0.3858	346	2.1647	1003	345	959	0.27	++	82	148	35.2 (22.7,49.4)	56.3 (46.9,65.4)	66.7 (22.3,95.7)	80.0 (28.4,99.5)	200316_D00829_0327.lane1	40	0.06053473353853582	0.835294827690265	0.521723055682775	0.11602848077954783
Cap.F.2726	4711569	4683958	3608242	283	0.002835	8.93	f	315	Didelphimorphia	Didelphidae	Didelphis_albiventris	best	74	0.2349	46	1.6086	377	46	377	0.03	+	14	24	90.9 (58.7,99.8)	23.5 (6.8,49.9)	N/A (N/A,N/A)	0.0 (0.0,60.2)	200316_D00829_0327.lane1	40	0.022753334540406785	0.11105075743859014	0.09340351609884301	0.24360254828446049
Cap.F.2726	4711569	4683958	3608242	297	0.003241	33.9	f	1391	Rodentia	Dipodidae	Sicista_strandi	best	259	0.1861	137	1.8905	595	137	595	0.11	++	26	36	55.2 (35.7,73.6)	23.3 (11.8,38.6)	0.0 (0.0,60.2)	0.0 (0.0,70.8)	200316_D00829_0327.lane1	40	0.035910435149978874	0.33073812541493147	0.2532626519701392	0.14179127822689339
Cap.F.2726	4711569	4683958	3608242	307	0.001341	14.9	f	1750	Rodentia	Echimyidae	Proechimys_semispinosus_calidior	best	658	0.376	256	2.5703	585	256	585	0.2	++	47	95	46.5 (34.5,58.7)	31.5 (19.5,45.6)	60.0 (14.7,94.7)	60.0 (14.7,94.7)	200316_D00829_0327.lane1	40	0.03530689842476915	0.6180216066147625	0.4205715420666436	0.0839498037629337
Cap.F.2726	4711569	4683958	3608242	326	0.002378	16.8	f	649	Rodentia	Spalacidae	Rhizomys_sinensis	best	95	0.1463	58	1.6379	518	53	504	0.04	+	9	22	53.3 (26.6,78.7)	12.5 (0.3,52.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.03126320236586396	0.14002052024865713	0.11630042322272738	0.2688141753877515
Cap.F.2726	4711569	4683958	3608242	326	0.002983	7.5	f	368	Lagomorpha	Leporidae	Lepus_oiostolus	best	126	0.3423	72	1.75	1021	71	970	0.05	+	7	14	45.5 (16.7,76.6)	12.5 (1.6,38.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.06162109964391333	0.17381857686040195	0.14228362839377184	0.43308636657322314
Cap.F.2726	4711569	4683958	3608242	329	0.002775	45.4	f	2166	Dasyuromorphia	Dasyuridae	Antechinus_arktos	best	364	0.168	198	1.8383	458	130	230	0.1	+	12	21	50.0 (24.7,75.3)	12.9 (3.6,29.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.02764198201460559	0.4780010863661054	0.3443151121035385	0.08028105953796594
Cap.F.2726	4711569	4683958	3608242	345	0.002196	19.8	f	2199	Eulipotyphla	Talpidae	Uropsilus_sp._1_FT-2014	best	457	0.2078	204	2.2401	914	204	914	0.16	++	25	35	48.0 (27.8,68.7)	25.9 (15.0,39.7)	50.0 (1.3,98.7)	25.0 (0.6,80.6)	200316_D00829_0327.lane1	40	0.05516325668416923	0.4924859677711389	0.35264801720562533	0.1564258240306626
Cap.F.2726	4711569	4683958	3608242	347	0.001752	17.0	f	1891	Primates	Cheirogaleidae	Microcebus_rufus	best	1211	0.6404	547	2.2138	902	288	816	0.23	+	33	64	38.0 (26.8,50.3)	11.3 (4.3,23.0)	0.0 (0.0,97.5)	0.0 (0.0,41.0)	200316_D00829_0327.lane1	40	0.05443901261391756	1.3205383547588871	0.6884001253462328	0.07908048039145446
Cap.F.2726	4711569	4683958	3608242	3849	0.05407	7.1	f	2353	Primates	Hominidae	Homo_sapiens	fixed	839	0.3565	482	1.7406	8039	-	-	0.38	++	68	113	50.0 (39.7,60.3)	17.5 (11.3,25.2)	60.0 (14.7,94.7)	18.8 (4.0,45.6)	200316_D00829_0327.lane1	40	0.4851831733961012	1.1636188062043575	0.6420906030934224	0.7556303908803792
Cap.F.2726	4711569	4683958	3608242	404	0.005198	49.1	f	2560	Carnivora	Herpestidae	Herpestes_ichneumon	best	1788	0.6984	754	2.3713	1210	675	1092	0.54	++	72	137	28.7 (21.7,36.4)	15.5 (10.7,21.4)	37.5 (8.5,75.5)	21.4 (4.7,50.8)	200316_D00829_0327.lane1	40	0.07302794375037722	1.8202667632325427	0.7995710686012599	0.09133389965963826
Cap.F.2726	4711569	4683958	3608242	4245	0.09091	118.0	f	61786	Perissodactyla	Equidae	Equus_ovodovi	best	60457	0.9784	23437	2.5795	7781	23108	7772	18.56	++	2648	4053	36.5 (35.2,37.9)	16.5 (15.5,17.5)	43.9 (37.0,51.0)	18.7 (15.3,22.5)	200316_D00829_0327.lane1	40	0.4696119258856901	56.58036091496167	1.0	0.4696119258856901
Cap.F.2726	4711569	4683958	3608242	441	0.001999	40.6	f	3478	Primates	Cebidae	Leontopithecus_chrysopygus	best	1781	0.512	825	2.1587	820	776	792	0.62	++	108	174	35.1 (28.3,42.3)	27.8 (21.0,35.5)	25.0 (5.5,57.2)	23.1 (5.0,53.8)	200316_D00829_0327.lane1	40	0.04949001146719778	1.9916711931921058	0.8277219716975521	0.059790621923083764
Cap.F.2726	4711569	4683958	3608242	453	0.006053	16.1	f	1256	Carnivora	Viverridae	Arctictis_binturong	best	770	0.613	457	1.6849	1393	420	1318	0.33	++	73	107	53.3 (43.4,63.0)	19.8 (12.0,29.8)	25.0 (0.6,80.6)	10.0 (0.3,44.5)	200316_D00829_0327.lane1	40	0.08407266582171526	1.1032651336833845	0.622499397037406	0.13505662209768104
Cap.F.2726	4711569	4683958	3608242	597	0.001859	17.0	f	2023	Chiroptera	Pteropodidae	Pteropus_dasymallus	best	314	0.1552	209	1.5023	1406	169	1281	0.13	++	28	46	39.2 (25.8,53.9)	21.6 (11.3,35.3)	100.0 (29.2,100.0)	33.3 (7.5,70.1)	200316_D00829_0327.lane1	40	0.0848572635644879	0.5045567022753334	0.3595111513049706	0.23603513620222627
Cap.F.2726	4711569	4683958	3608242	6273	0.1871	406.0	f	241028	Carnivora	Hyaenidae	Crocuta_crocuta	best	237213	0.9841	53483	4.4352	14290	50566	13589	40.63	++	5710	8670	36.9 (36.0,37.8)	15.2 (14.6,15.9)	39.1 (34.4,43.9)	15.6 (13.4,17.9)	200316_D00829_0327.lane1	40	0.8624539803247028	129.11581869756776	1.0	0.8624539803247028
Cap.F.2726	4711569	4683958	3608242	644	0.001831	23.7	f	2597	Eulipotyphla	Soricidae	Sorex_sinalis	best	941	0.3623	448	2.1004	1209	435	1183	0.34	++	64	113	42.3 (33.0,52.1)	15.8 (9.6,23.8)	25.0 (0.6,80.6)	8.3 (0.2,38.5)	200316_D00829_0327.lane1	40	0.07296759007785623	1.0815378115758343	0.6151870425772474	0.11861041443943268
Cap.F.2726	4711569	4683958	3608242	779	0.001314	88.0	f	8007	Rodentia	Cricetidae	Microtus_fortis_calamorum	best	4893	0.611	1788	2.7365	897	1788	897	1.43	++	221	371	45.5 (40.0,51.1)	18.4 (14.8,22.4)	29.4 (10.3,56.0)	14.3 (4.8,30.3)	200316_D00829_0327.lane1	40	0.054137244251312694	4.316494658699982	0.9778842395841087	0.05536160831709191
Cap.F.2726	4711569	4683958	3608242	790	0.002067	14.4	f	1944	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	488	0.251	260	1.8769	1050	248	954	0.19	+	22	46	27.7 (15.6,42.6)	15.5 (7.3,27.4)	0.0 (0.0,84.2)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.06337135614702155	0.6276781942181182	0.4254911892862693	0.14893694098183893
Cap.F.2726	4711569	4683958	3608242	840	0.001834	75.4	f	11876	Chiroptera	Vespertilionidae	Myotis_frater	best	3246	0.2733	1062	3.0564	1191	854	1115	0.68	++	91	265	31.6 (24.4,39.6)	25.7 (19.4,33.0)	20.0 (2.5,55.6)	18.2 (2.3,51.8)	200316_D00829_0327.lane1	40	0.07188122397247873	2.5638240086909287	0.8960511782661538	0.08021999827238425
Cap.F.2726	4711569	4683958	3608242	878	0.003332	14.7	f	3003	Carnivora	Mustelidae	Mustela_kathiah	best	572	0.1904	320	1.7875	1497	310	1420	0.24	++	44	80	37.9 (26.2,50.7)	33.3 (22.2,46.0)	75.0 (19.4,99.4)	37.5 (8.5,75.5)	200316_D00829_0327.lane1	40	0.09034944776389643	0.7725270082684531	0.4944666903850933	0.1827209992518036
Cap.F.2727	3309007	3289285	2639189	1035	0.001961	31.7	f	4820	Primates	Cercopithecidae	Trachypithecus_cristatus	best	1528	0.317	868	1.7603	1112	838	1086	0.73	++	128	231	39.1 (32.2,46.3)	22.3 (17.1,28.1)	18.2 (2.3,51.8)	9.5 (1.2,30.4)	200316_D00829_0327.lane1	40	0.06711328384332187	2.0954795099281793	0.8428113192939992	0.07963025923707442
Cap.F.2727	3309007	3289285	2639189	1041	0.001756	64.3	f	7496	Rodentia	Cricetidae	Microtus_fortis_calamorum	best	4600	0.6136	1760	2.6136	1399	1760	1399	1.54	++	227	383	44.8 (39.4,50.4)	20.8 (17.0,25.0)	31.6 (12.6,56.6)	21.4 (8.3,41.0)	200316_D00829_0327.lane1	40	0.0844347878568411	4.248898545476492	0.9765240178269562	0.08646462996858237
Cap.F.2727	3309007	3289285	2639189	1044	0.01127	14.6	f	2781	Carnivora	Ursidae	Ursus_arctos	best	1243	0.4469	721	1.7239	2421	640	2298	0.56	++	81	151	30.3 (22.2,39.3)	30.9 (23.6,39.0)	11.1 (0.3,48.2)	11.1 (0.3,48.2)	200316_D00829_0327.lane1	40	0.1461162411732754	1.7405999155048584	0.7849639790081755	0.18614388058659387
Cap.F.2727	3309007	3289285	2639189	1185	0.002118	25.0	f	5691	Rodentia	Sciuridae	Dremomys_rufigenis	best	1399	0.2458	690	2.0275	1197	579	1075	0.5	++	100	190	33.8 (23.0,46.0)	48.2 (40.4,56.1)	66.7 (22.3,95.7)	40.0 (12.2,73.8)	200316_D00829_0327.lane1	40	0.07224334600760456	1.665761361578852	0.7702738386634336	0.09378917260510887
Cap.F.2727	3309007	3289285	2639189	1244	0.001312	18.3	f	4443	Rodentia	Muridae	Rattus_norvegicus	best	1086	0.2444	329	3.3009	736	329	736	0.28	++	64	129	63.0 (50.9,74.0)	23.8 (14.9,34.6)	33.3 (0.8,90.6)	9.1 (0.2,41.3)	200316_D00829_0327.lane1	40	0.04442030297543605	0.7942543303760033	0.5040730164716136	0.08812275508490254
