DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	
35	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2446	R3242	Lib.E.4391	Cap.G.9992	491	80	SP3611	E3149	stone tool	screening	AA75	Denisova Cave, Russia	Denisova,layer 11.3 flake	32.4	0.003719	870199	840030	195917	87.6	190196	97.1	41537	4.58	0.8	1.4	0.6-1.0	1.1-1.7	0.0-17.6	0.0-21.8	-	338	^^^97.4% (5830 / 5987)	^^^86.4% (19 / 22)	0.2% (9 / 4720)	0.0% (0 / 37)	0.0% (1 / 3219)	0.0% (0 / 26)	0.2% (10 / 5167)	0.0% (0 / 40)	1.0% (151 / 15775)	6.5% (8 / 123)	0.9% (108 / 12262)	0.0% (0 / 90)	0.6% (53 / 8754)	2.0% (1 / 50)	(2056:158)(2523:632)(2831:191)(4904:121)(4940:146)(5387:106)(5580:184)(5821:213)(5840:235)(6266:164)(6452:285)(6641:114)(7868:182)(7891:180)(8021:183)(8065:181)(8461:24)(8503:49)(9325:180)(9869:214)(10307:98)(10324:113)(10750:117)(11590:181)(12474:195)(13095:230)(13359:241)(13656:129)(13889:82)(15148:203)(15355:157)(15443:84)(15649:125)(15667:133)	(2523:5)(4904:1)(4940:1)(6266:1)(8065:1)(8503:1)(9325:2)(9869:1)(11590:1)(13359:1)(13656:1)(15355:1)(15443:1)(15649:1)	(547:2)(4532:2)(6410:1)(8764:1)(11527:3)		(3808:1)		(11074:1)(11233:2)(12570:1)(13563:4)(14133:1)(15346:1)		(750:7)(868:2)(1009:3)(1405:6)(1761:6)(2955:1)(4318:2)(4456:3)(4914:2)(4958:3)(4991:4)(5474:1)(6242:2)(6483:7)(6512:2)(6935:5)(6938:6)(7232:5)(7705:2)(8140:4)(8152:7)(8203:6)(8545:1)(8677:8)(9060:5)(9075:3)(9168:1)(9254:2)(9434:3)(9527:3)(9530:3)(9839:2)(9899:1)(10172:1)(10670:1)(11016:8)(12064:4)(12684:2)(12801:1)(14311:3)(14476:1)(14494:2)(14950:5)(14956:5)	(750:1)(1405:1)(4958:1)(4991:1)(6938:1)(7232:1)(8140:1)(8152:1)	(596:1)(2404:7)(3357:1)(4092:1)(6917:90)(8008:1)(9566:1)(13635:4)(15403:1)(16527:1)		(1766:8)(3338:1)(4733:1)(5601:2)(6614:1)(7094:1)(7912:2)(9443:1)(10601:2)(11002:4)(11253:28)(11518:1)(14218:1)	(11253:1)	
36	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2447	R3243	Lib.E.4392	Cap.G.9993	490	81	SP3612	E3150	stone tool	screening	AA75	Denisova Cave, Russia	Denisova, 11.3 proximal blade fragment	478.6	0.047667	1003996	875230	375657	96.9	365751	97.4	41044	8.91	0.8	1.8	0.6-0.9	1.5-2.3	0.0-19.5	0.0-28.5	-	359	^^^97.5% (6113 / 6267)	^^^84.0% (42 / 50)	0.2% (9 / 4990)	0.0% (0 / 32)	0.1% (4 / 3262)	0.0% (0 / 40)	0.1% (7 / 5068)	0.0% (0 / 31)	0.9% (144 / 16217)	3.4% (4 / 117)	1.2% (148 / 12173)	1.0% (1 / 103)	0.3% (29 / 8699)	2.2% (1 / 45)	(2056:192)(2523:751)(2831:173)(4904:157)(4940:179)(5387:147)(5580:190)(5821:227)(5840:208)(6266:105)(6452:260)(6641:152)(7868:146)(7891:154)(8021:188)(8065:184)(8461:43)(8503:67)(9325:120)(9869:183)(10307:153)(10324:145)(10750:143)(11590:178)(12474:182)(13095:238)(13359:214)(13656:146)(13889:120)(15148:170)(15355:147)(15443:142)(15649:155)(15667:154)	(2056:2)(2523:6)(4904:6)(4940:6)(5580:1)(5821:2)(5840:1)(6452:1)(7868:1)(8021:1)(8065:1)(8461:1)(8503:1)(9325:2)(9869:1)(10307:2)(10324:2)(11590:1)(12474:1)(13095:2)(15443:1)	(547:1)(6156:2)(6410:1)(10532:1)(11527:1)(12070:1)(13707:1)(15629:1)		(1406:1)(7746:1)(7861:1)(8386:1)		(5585:1)(11419:1)(12771:2)(13563:1)(13651:1)(15346:1)		(486:1)(750:9)(868:3)(1009:3)(1405:8)(1761:4)(2955:8)(3277:1)(4318:6)(4456:2)(4958:1)(4991:1)(5474:3)(6242:2)(6483:3)(6485:3)(6509:1)(6512:5)(6935:1)(6938:3)(7232:1)(7316:1)(7705:1)(8140:4)(8152:2)(8203:5)(8545:4)(8677:4)(9060:2)(9075:2)(9168:1)(9254:2)(9434:4)(9530:2)(9899:1)(11016:4)(11147:6)(12064:5)(12684:2)(12756:3)(12801:2)(13629:1)(14311:1)(14476:1)(14494:1)(14950:5)(14956:7)(15490:1)(15742:1)	(1761:1)(6938:1)(9060:1)(11147:1)	(534:1)(596:2)(2402:1)(2404:1)(3357:1)(3870:1)(6917:126)(7961:1)(8784:2)(9566:2)(9932:2)(11065:1)(13434:1)(13635:2)(13923:1)(14971:1)(16527:2)	(6917:1)	(1766:7)(4380:3)(10601:1)(11002:2)(11253:12)(11536:1)(12768:1)(14384:2)	(1766:1)	
37	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2448	R3244	Lib.E.4393	Cap.G.9994	489	82	SP3669	E3151	stone tool	screening	AA75	Les Cottes Cave, France	Les Cottes, Chattelperronian remover	0	0	832159	800213	193112	63.8	187483	97.1	137287	1.37	0.6	1.6	0.6-0.7	1.4-1.9	0.0-9.0	0.0-28.5	-	851	^^^98.0% (16450 / 16783)	^^^81.5% (97 / 119)	0.2% (17 / 10917)	0.0% (0 / 67)	0.1% (8 / 9595)	0.0% (0 / 54)	0.3% (42 / 15560)	1.1% (1 / 94)	0.9% (412 / 47398)	5.9% (15 / 255)	0.2% (58 / 33314)	1.5% (3 / 203)	0.3% (62 / 24798)	0.8% (1 / 120)	(2056:437)(2523:3052)(2831:551)(4904:268)(4940:368)(5387:160)(5580:469)(5821:506)(5840:420)(6266:481)(6452:805)(6641:169)(7868:420)(7891:413)(8021:542)(8065:554)(8461:36)(8503:53)(9325:543)(9869:567)(10307:189)(10324:209)(10750:258)(11590:664)(12474:372)(13095:948)(13359:1011)(13656:271)(13889:123)(15148:553)(15355:389)(15443:149)(15649:242)(15667:258)	(2056:1)(2523:22)(2831:3)(4904:2)(4940:3)(5580:1)(5821:1)(5840:2)(6266:4)(6452:2)(6641:1)(7868:5)(7891:4)(8021:4)(8065:2)(9325:1)(9869:2)(10307:1)(10324:2)(10750:2)(11590:3)(13095:9)(13359:5)(13656:4)(15148:2)(15355:2)(15443:1)(15649:3)(15667:3)	(417:1)(4204:1)(4532:2)(6260:1)(7424:1)(10373:1)(11458:1)(11527:4)(13707:1)(15226:2)(15479:1)(16037:1)		(1406:1)(3808:1)(8986:1)(9027:3)(9456:1)(16400:1)		(789:1)(3200:2)(8840:1)(11233:11)(11419:1)(12771:4)(13563:7)(13651:2)(13762:1)(14133:3)(14215:2)(14446:2)(14458:1)(15346:3)(16017:1)	(11233:1)	(486:2)(750:29)(868:23)(1009:8)(1405:14)(1761:3)(2284:1)(2955:5)(3714:1)(4318:4)(4456:30)(4914:4)(4958:3)(4991:6)(5474:1)(6242:6)(6483:12)(6485:1)(6509:1)(6512:12)(6935:3)(6938:4)(7232:10)(7316:1)(7705:7)(7789:7)(8140:6)(8152:30)(8203:13)(8545:3)(8677:5)(9060:7)(9075:4)(9168:10)(9254:11)(9434:8)(9527:7)(9530:5)(9758:1)(9899:7)(10172:2)(10670:3)(11016:10)(11147:12)(12064:9)(12528:2)(12714:1)(12756:2)(12801:4)(14020:1)(14476:4)(14494:4)(14839:1)(14950:18)(14956:19)(15100:2)(15250:1)(15742:1)(15883:1)	(868:1)(1405:1)(4456:1)(7232:1)(7705:1)(8152:1)(8203:1)(9060:2)(12064:1)(12801:1)(14020:1)(14950:1)(14956:2)	(596:3)(928:1)(2404:17)(3357:3)(3832:1)(4092:2)(4659:1)(4937:1)(4959:1)(6566:1)(6917:3)(9566:1)(9932:2)(9966:1)(12561:3)(13434:1)(13635:2)(13923:1)(14757:2)(14954:3)(14971:2)(16081:1)(16245:1)(16527:4)	(596:1)(6566:1)(12561:1)	(535:1)(1766:4)(3447:6)(3567:1)(3621:1)(4113:2)(4380:6)(4512:2)(5601:3)(6368:1)(7094:1)(7912:6)(9443:1)(10601:3)(11002:8)(11253:1)(11335:3)(11536:1)(13365:3)(13813:1)(13983:2)(14384:5)	(11002:1)	
38	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2449	R3245	Lib.E.4394	Cap.G.9995	488	83	SP3672	E3152	stone tool	screening	AA75	Les Cottes Cave, France	Les Cottes, Mousterian knife	0	0	928209	880950	280960	80.4	273151	97.2	195735	1.40	0.4	0.9	0.4-0.5	0.8-1.0	0.0-10.1	0.1-15.8	-	970	^^^98.4% (24795 / 25194)	^^^86.0% (92 / 107)	0.2% (34 / 16549)	2.5% (2 / 80)	0.1% (16 / 14034)	0.0% (0 / 91)	0.2% (42 / 21810)	0.0% (0 / 107)	0.8% (545 / 69307)	5.1% (17 / 336)	0.1% (61 / 47648)	0.4% (1 / 262)	0.2% (62 / 36496)	1.4% (2 / 148)	(2056:755)(2523:4562)(2831:985)(4904:366)(4940:500)(5387:245)(5580:685)(5821:868)(5840:714)(6266:758)(6452:1130)(6641:330)(7868:572)(7891:590)(8021:798)(8065:829)(8461:43)(8503:61)(9325:834)(9869:863)(10307:283)(10324:305)(10750:364)(11590:989)(12474:525)(13095:1479)(13359:1387)(13656:412)(13889:198)(15148:892)(15355:522)(15443:235)(15649:343)(15667:373)	(2056:4)(2523:18)(2831:4)(4904:1)(4940:1)(5580:1)(5821:2)(5840:3)(6266:3)(6452:6)(6641:1)(7868:1)(7891:2)(8021:2)(8065:3)(8503:1)(9325:5)(9869:4)(10307:1)(10324:1)(11590:3)(12474:1)(13095:3)(13359:12)(13656:2)(13889:1)(15148:4)(15355:1)(15443:1)	(547:6)(3399:1)(3414:1)(4532:1)(6260:1)(6410:5)(7424:1)(11527:12)(12070:1)(13707:2)(16244:3)	(6410:1)(16244:1)	(438:1)(1406:2)(7127:2)(7746:1)(7861:2)(8986:2)(9456:1)(11383:2)(16400:3)		(789:2)(3200:2)(5585:1)(9410:1)(11233:15)(12771:2)(13563:11)(13651:5)(13762:1)(15346:2)		(750:19)(868:26)(1009:8)(1405:17)(1761:8)(2284:1)(2955:9)(3277:1)(3496:1)(3714:1)(3747:1)(4318:5)(4456:25)(4914:3)(4958:6)(4991:8)(5474:3)(6242:4)(6483:33)(6485:3)(6509:1)(6512:13)(6935:13)(6938:12)(7232:15)(7705:7)(7789:1)(8140:20)(8152:40)(8203:33)(8521:2)(8545:4)(8677:9)(9060:15)(9075:8)(9168:12)(9254:13)(9434:9)(9527:9)(9530:9)(9647:1)(9839:2)(9884:1)(10547:1)(10670:3)(11016:8)(11147:13)(12064:9)(12528:1)(12684:1)(12801:3)(13629:2)(13968:2)(14020:2)(14476:6)(14494:3)(14950:28)(14956:29)(15100:1)(15250:1)(15742:1)	(868:2)(4318:1)(6483:1)(6512:2)(6938:1)(8152:1)(8203:4)(8677:1)(9060:1)(9434:1)(10670:1)(12801:1)	(596:4)(2404:18)(3357:1)(3636:1)(3870:1)(4959:2)(6566:2)(6917:3)(7609:2)(7961:3)(9080:1)(9566:4)(12561:1)(13434:1)(13635:4)(13923:1)(14971:3)(16259:1)(16487:1)(16527:7)	(596:1)	(535:2)(1766:10)(3447:2)(3567:2)(3621:2)(4380:2)(4512:1)(4977:1)(5601:1)(6227:1)(6272:1)(6368:1)(7094:1)(7912:12)(10601:3)(11002:5)(11023:1)(11335:2)(11518:2)(13813:1)(14384:9)	(10601:1)(14384:1)	
39	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2450	R3246	Lib.E.4395	Cap.G.9996	487	84	SP3686	E3153	stone tool	screening	AA75	Denisova Cave, Russia	Denisova, 11.3 blade	0	0	638281	609811	209928	95.3	203414	96.9	148054	1.37	0.7	1.2	0.6-0.8	1.1-1.4	0.4-10.4	0.8-21.4	-	1051	^^^97.3% (19036 / 19572)	^^^78.7% (96 / 122)	0.2% (30 / 12154)	0.0% (0 / 79)	0.3% (34 / 10448)	0.0% (0 / 82)	0.2% (41 / 16403)	1.0% (1 / 102)	1.2% (636 / 52738)	^7.6% (26 / 340)	1.1% (407 / 35402)	0.9% (2 / 222)	0.2% (52 / 27396)	2.0% (3 / 153)	(2056:590)(2523:3773)(2831:652)(4904:252)(4940:373)(5387:188)(5580:555)(5821:768)(5840:570)(6266:517)(6452:901)(6641:231)(7868:413)(7891:402)(8021:554)(8065:655)(8461:35)(8503:52)(9325:557)(9869:645)(10307:198)(10324:204)(10750:282)(11590:760)(12474:359)(13095:1250)(13359:1066)(13656:293)(13889:154)(15148:660)(15355:388)(15443:172)(15649:283)(15667:284)	(2056:4)(2523:21)(2831:4)(4904:4)(4940:5)(5580:2)(5821:3)(6266:1)(6452:2)(6641:1)(7868:1)(7891:1)(8021:1)(8461:1)(9325:3)(9869:2)(10307:3)(10324:4)(11590:2)(12474:1)(13095:2)(13359:10)(13889:1)(15148:4)(15355:10)(15649:1)(15667:2)	(547:4)(4532:1)(6260:1)(6410:2)(7424:1)(10373:9)(10532:1)(11527:9)(15629:1)(16037:1)		(3808:1)(6200:1)(7127:1)(7746:3)(9027:1)(11950:1)(16400:26)		(3200:2)(5585:2)(8840:1)(11233:14)(12570:1)(12771:1)(13563:13)(13651:5)(14446:1)(15346:1)	(11233:1)	(750:35)(868:30)(1009:15)(1405:22)(1761:7)(2955:3)(3747:1)(3753:1)(3978:1)(4318:1)(4456:40)(4914:2)(4958:13)(4991:13)(5474:3)(6242:7)(6483:36)(6485:6)(6509:1)(6512:20)(6935:7)(6938:9)(7232:18)(7316:1)(7705:7)(7789:1)(8140:31)(8152:46)(8203:28)(8545:8)(8677:12)(9060:21)(9075:14)(9168:14)(9254:19)(9434:14)(9527:9)(9530:8)(9647:1)(9839:2)(9884:1)(10172:1)(10547:1)(11016:7)(11147:15)(11983:1)(12064:10)(12528:1)(12684:1)(12714:1)(12756:2)(12801:2)(13827:1)(13968:1)(14311:4)(14476:6)(14494:4)(14950:23)(14956:26)(15250:1)	(868:1)(1009:2)(1405:2)(1761:1)(6483:1)(6512:2)(7232:1)(8140:2)(8152:3)(8203:2)(9060:2)(9839:1)(11147:2)(12064:1)(14311:1)(14494:1)(14956:1)	(596:8)(736:2)(928:7)(2404:25)(4092:1)(6566:2)(6917:344)(9080:1)(9566:1)(9932:3)(9966:1)(10196:1)(12561:1)(13635:3)(14757:2)(14971:1)(16081:1)(16259:1)(16527:2)	(596:1)(2404:1)	(1766:7)(3338:1)(3621:1)(4380:1)(5601:1)(6227:1)(6368:1)(6431:1)(6614:1)(6668:1)(7912:13)(10601:1)(11002:4)(11253:5)(11335:1)(11473:1)(11518:1)(13365:1)(13958:1)(14218:1)(14384:7)	(1766:1)(7912:2)	
40	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2451	R3247	Lib.E.4396	Cap.G.9997	486	85	SP3641	E3154	bone tool	screening	AA75	Grotta Fumane, Italy	Fumane, Bone retoucher from Cervus elaphus	0	0	1946710	1873871	301773	72.4	293594	97.3	12635	23.24	2.1	2.7	1.6-2.8	2.0-3.6	0.0-41.0	0.0-28.5	-	188	^^^98.9% (1842 / 1862)	^^^81.0% (17 / 21)	0.1% (1 / 1312)	0.0% (0 / 14)	0.0% (0 / 1012)	0.0% (0 / 10)	0.5% (7 / 1431)	7.1% (1 / 14)	0.7% (33 / 4569)	0.0% (0 / 64)	0.1% (2 / 3586)	0.0% (0 / 32)	0.4% (9 / 2399)	0.0% (0 / 22)	(2056:60)(2523:316)(2831:52)(4904:48)(4940:47)(5387:37)(5580:47)(5821:63)(5840:42)(6266:68)(6452:70)(6641:34)(7868:49)(7891:39)(8021:66)(8065:60)(8461:13)(8503:26)(9325:47)(9869:55)(10307:42)(10324:36)(10750:35)(11590:43)(12474:45)(13095:66)(13359:72)(13656:31)(13889:25)(15148:44)(15355:55)(15443:31)(15649:39)(15667:39)	(2523:9)(5840:1)(6266:2)(10750:1)(12474:1)(13359:1)(15649:1)(15667:1)	(16244:1)				(9410:6)(13563:1)	(9410:1)	(750:2)(1009:4)(1405:1)(2955:5)(3496:1)(4456:1)(6935:2)(6938:2)(7705:1)(8140:3)(8152:3)(8203:2)(8545:1)(9060:1)(9434:1)(9530:2)(9839:1)		(16081:1)(16527:1)		(535:1)(4512:3)(11002:2)(11473:1)(13365:2)		
41	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2452	R3248	Lib.E.4397	Cap.G.9998	485	86	SP3646	E3155	bone tool	screening	AA75	Grotta Fumane, Italy	Fumane, Bone retoucher from Cervus elaphus	0	0	1127816	1084395	136427	71.3	130861	95.9	3226	40.56	2.7	2.3	1.6-4.4	1.1-4.2	0.0-97.5	0.0-84.2	-	43	^^^98.1% (506 / 516)	^^^100.0% (5 / 5)	0.0% (0 / 332)	0.0% (0 / 1)	0.0% (0 / 310)	NA% (0 / 0)	1.8% (6 / 335)	0.0% (0 / 1)	0.6% (8 / 1356)	0.0% (0 / 13)	0.3% (3 / 943)	6.2% (1 / 16)	0.1% (1 / 710)	0.0% (0 / 8)	(2056:19)(2523:16)(2831:24)(4904:9)(4940:9)(5387:10)(5580:9)(5821:35)(5840:33)(6266:12)(6452:17)(6641:10)(7868:17)(7891:18)(8021:10)(8065:17)(8461:4)(8503:10)(9325:18)(9869:20)(10307:13)(10324:11)(10750:10)(11590:18)(12474:10)(13095:21)(13359:22)(13656:11)(13889:8)(15148:16)(15355:15)(15443:11)(15649:11)(15667:12)	(2523:1)(2831:2)(5821:1)(5840:1)					(9410:5)(11233:1)		(2955:1)(7705:1)(14950:3)(14956:3)		(928:1)(6917:1)(14954:1)	(928:1)	(7094:1)		
42	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2453	R3249	Lib.E.4398	Cap.G.9999	484	87	SP3649	E3156	bone tool	screening	AA75	Grotta Fumane, Italy	Fumane,Bone retoucher from Alces-Megaloceros	0	0	1243197	1197291	241289	98.0	233534	96.8	13753	16.98	0.6	1.5	0.3-0.9	1.0-2.1	0.0-36.9	0.0-97.5	-	109	^^^99.8% (2039 / 2044)	^^^90.0% (9 / 10)	0.1% (1 / 1381)	0.0% (0 / 10)	0.0% (0 / 1220)	0.0% (0 / 10)	2.0% (33 / 1670)	0.0% (0 / 7)	0.3% (17 / 5239)	0.0% (0 / 45)	0.1% (5 / 3910)	0.0% (0 / 43)	0.3% (7 / 2644)	0.0% (0 / 21)	(2056:41)(2523:444)(2831:57)(4904:43)(4940:38)(5387:27)(5580:57)(5821:66)(5840:57)(6266:56)(6452:72)(6641:43)(7868:27)(7891:35)(8021:58)(8065:52)(8461:15)(8503:21)(9325:64)(9869:73)(10307:33)(10324:33)(10750:36)(11590:32)(12474:48)(13095:159)(13359:57)(13656:37)(13889:35)(15148:64)(15355:50)(15443:30)(15649:39)(15667:40)	(2056:1)(5821:1)(5840:1)(6266:1)(6452:1)(8021:1)(8503:1)(15649:1)(15667:1)	(12070:1)				(9410:28)(11074:1)(14458:4)		(486:1)(868:9)(5474:1)(6242:1)(8152:1)(8203:1)(9060:1)(11016:1)(15490:1)		(4937:1)(5270:1)(6566:1)(10742:1)(15643:1)		(4512:1)(6272:1)(9443:1)(10220:1)(10601:1)(11002:1)(11536:1)		
43	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2454	R3250	Lib.E.4399	Cap.H.1	483	88		E3158	control	screening	AA75		extraction negative	0	0	120549	116030	49823	99.4	48573	97.5	31541	1.54	0.7	0.9	0.5-0.9	0.7-1.2	0.0-21.8	0.0-19.5	-	308	^^^96.4% (3120 / 3238)	^^^75.0% (18 / 24)	0.2% (6 / 2409)	5.0% (1 / 20)	0.1% (1 / 1938)	0.0% (0 / 24)	0.3% (8 / 3083)	0.0% (0 / 31)	2.0% (187 / 9582)	9.9% (8 / 81)	0.3% (19 / 7025)	0.0% (0 / 79)	0.5% (24 / 5067)	4.8% (2 / 42)	(2056:81)(2523:482)(2831:99)(4904:50)(4940:70)(5387:38)(5580:102)(5821:97)(5840:95)(6266:121)(6452:181)(6641:42)(7868:59)(7891:73)(8021:91)(8065:119)(8461:3)(8503:5)(9325:95)(9869:109)(10307:59)(10324:55)(10750:46)(11590:108)(12474:73)(13095:140)(13359:166)(13656:60)(13889:28)(15148:124)(15355:99)(15443:44)(15649:51)(15667:55)	(2523:4)(2831:1)(4940:1)(5840:1)(6266:2)(7868:1)(7891:2)(10307:1)(11590:1)(13095:2)(13359:1)(15148:1)	(547:1)(4532:3)(12070:1)(16244:1)	(12070:1)	(16400:1)		(11233:2)(12771:1)(13563:3)(15346:2)		(750:8)(868:6)(1405:2)(1761:1)(2955:1)(3714:1)(4318:1)(4456:16)(4958:4)(4991:4)(5474:5)(6242:5)(6483:15)(6512:14)(6935:1)(6938:1)(7232:7)(7316:1)(7705:4)(8140:10)(8152:12)(8203:9)(8545:1)(8677:3)(9060:9)(9075:4)(9168:5)(9254:5)(9434:8)(9527:2)(9530:2)(9647:1)(9758:1)(10670:1)(11016:2)(11147:1)(11503:1)(11983:1)(12064:3)(12801:1)(13629:1)(13968:1)(14476:1)(14950:2)(14956:3)	(868:1)(4958:1)(6483:1)(6512:1)(7705:1)(9060:1)(9434:1)(12064:1)	(534:1)(596:1)(2404:7)(3870:1)(5021:1)(6566:1)(6917:1)(8008:1)(9932:4)(12561:1)		(1766:1)(3621:1)(3672:1)(4380:3)(4512:2)(7912:7)(10601:2)(11002:3)(13365:2)(14384:2)	(7912:1)(14384:1)	
44	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2457	R3251	Lib.E.4401	Cap.H.2	481	90			control	screening	AA75		lib neg control	0	0	117081	81912	13862	100.0	13805	99.6	30	460.17	25.0	0.0	0.6-80.6	0.0-45.9	N/A-N/A	N/A-N/A	-	1	NA% (0 / 0)	NA% (0 / 0)	8.3% (1 / 12)	0.0% (0 / 1)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 6)	NA% (0 / 0)	0.0% (0 / 21)	0.0% (0 / 2)	NA% (0 / 0)	NA% (0 / 0)			(16244:1)												
50	passed			151218	R5598	R3831	Lib.E.4588	Cap.H.203	466	37	SP3871	E3407	sediment	screening	AA163	Denisova Cave, Russia	vial 49: DCE14-10 layer 11.1 SE face OSL, soil Denisova (Russia)	0	0	740312	730091	2074	0.5	1639	79.0	58	28.26	28.6	15.4	8.4-58.1	1.9-45.4	N/A-N/A	N/A-N/A	-	10	^^^100.0% (7 / 7)	^^100.0% (2 / 2)	^66.7% (2 / 3)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	16.7% (4 / 24)	^^75.0% (3 / 4)	0.0% (0 / 15)	0.0% (0 / 3)	0.0% (0 / 7)	NA% (0 / 0)	(5387:1)(5821:1)(5840:1)(6452:1)(8021:1)(8065:1)(12474:1)	(5821:1)(5840:1)	(3399:1)(3414:1)						(2955:4)	(2955:3)					
51	passed			151218	R5599	R3832	Lib.E.4589	Cap.H.204	467	38	SP3872	E3408	sediment	screening	AA163	Denisova Cave, Russia	vial 50: DCE14-11 layer 11.2 SE face OSL, soil Denisova (Russia)	0	0	636894	626140	966	0.3	684	70.8	73	9.37	50.0	58.3	24.7-75.3	27.7-84.8	15.8-100.0	6.8-93.2	++	25	^^^50.0% (4 / 8)	0.0% (0 / 1)	50.0% (1 / 2)	NA% (0 / 0)	100.0% (1 / 1)	NA% (0 / 0)	0.0% (0 / 6)	NA% (0 / 0)	3.8% (1 / 26)	25.0% (1 / 4)	0.0% (0 / 17)	0.0% (0 / 5)	0.0% (0 / 12)	0.0% (0 / 2)	(6452:1)(8461:1)(8503:1)(12474:1)		(15226:1)		(15232:1)				(2955:1)	(2955:1)					
52	passed			151218	R5600	R3833	Lib.E.4590	Cap.H.205	468	39	SP3873	E3409	sediment	screening	AA163	Denisova Cave, Russia	vial 51: DCE14-12 layer 11.3 SE face OSL, soil Denisova (Russia)	0	0	593317	581507	118365	77.2	115760	97.8	1202	96.31	3.5	3.4	1.7-6.4	1.5-6.7	0.0-70.8	N/A-N/A	-	34	^^^99.2% (130 / 131)	^^^100.0% (4 / 4)	0.0% (0 / 135)	0.0% (0 / 4)	0.0% (0 / 74)	0.0% (0 / 3)	0.0% (0 / 117)	NA% (0 / 0)	0.3% (1 / 396)	0.0% (0 / 12)	0.3% (1 / 303)	0.0% (0 / 6)	0.0% (0 / 229)	0.0% (0 / 5)	(2056:8)(2523:12)(2831:5)(4940:3)(5387:2)(5821:1)(5840:3)(6266:4)(6452:7)(6641:3)(7868:11)(7891:9)(8021:2)(8065:3)(8461:3)(8503:5)(9325:6)(9869:12)(10307:1)(10324:3)(10750:1)(11590:2)(12474:2)(13095:1)(13656:2)(13889:1)(15148:6)(15355:4)(15443:6)(15649:1)(15667:1)	(2523:2)(9869:1)(15148:1)							(12684:1)		(10742:1)				
53	passed			151218	R5601	R3834	Lib.E.4591	Cap.H.206	469	40	SP3874	E3410	sediment	screening	AA163	Denisova Cave, Russia	vial 52: DCE14-13 layer 11.4 SE face OSL, soil Denisova (Russia)	0	0	931348	917053	9541	2.1	8844	92.7	252	35.10	50.0	63.6	36.8-63.2	47.8-77.6	55.5-99.7	48.2-97.7	++	80	^^^38.5% (5 / 13)	0.0% (0 / 1)	^^^81.2% (13 / 16)	^^^100.0% (4 / 4)	^^^80.0% (4 / 5)	NA% (0 / 0)	0.0% (0 / 17)	0.0% (0 / 3)	0.0% (0 / 81)	0.0% (0 / 24)	1.3% (1 / 75)	4.3% (1 / 23)	0.0% (0 / 37)	0.0% (0 / 10)	(5821:1)(5840:1)(9869:1)(15355:1)(15649:1)		(547:3)(3399:1)(3414:1)(4204:1)(4532:1)(7424:1)(8764:1)(11527:1)(13707:1)(15226:2)	(547:1)(4204:1)(8764:1)(15226:1)	(7746:1)(8986:1)(11950:1)(15232:1)						(9566:1)	(9566:1)			
54	passed			151218	R5602	R3835	Lib.E.4592	Cap.H.207	470	41	SP3875	E3411	sediment	screening	AA163	Denisova Cave, Russia	vial 53: DCE14-14 layer 11.4 "wall side" SE face OSL, soil Denisova (Russia)	1.2	0.000161	722176	712294	348	0.1	145	41.7	60	2.42	46.2	66.7	19.2-74.9	22.3-95.7	0.0-97.5	N/A-N/A	++	10	^^^83.3% (5 / 6)	NA% (0 / 0)	^42.9% (3 / 7)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 6)	0.0% (0 / 1)	8.3% (1 / 12)	100.0% (1 / 1)	0.0% (0 / 14)	0.0% (0 / 1)	0.0% (0 / 13)	NA% (0 / 0)	(6266:1)(6452:2)(9325:2)		(547:1)(3414:1)(10532:1)						(2955:1)	(2955:1)					
